5988	S000003933
5988	5317
5989	S000005567
5989	5988
5982	S000004078
5982	S000001231
5982	S000002842
5983	5418
5983	S000003607
5981	S000004637
5981	S000003584
5986	S000002765
5986	5334
5987	5986
5987	S000002729
5984	5902
5984	5293
5985	5681
5985	S000001278
6796	S000003740
6796	S000005385
6797	S000005715
6797	S000000894
6794	6326
6794	S000002645
6795	S000003496
6795	S000001315
6793	S000001714
6793	S000003599
6790	S000005175
6790	S000000094
6790	S000001629
6791	6304
6791	6303
6798	S000004174
6798	S000005303
6799	S000002405
6799	6207
9528	8963
9528	8760
9529	8823
9529	8652
9258	8805
9258	8768
9259	8888
9259	S000003360
9256	8681
9256	8504
9257	7957
9257	8779
9255	S000003091
9255	9022
9252	8435
9252	8572
9253	8347
9253	8355
9250	S000004750
9250	S000005245
9251	S000004211
9251	9072
9251	7967
7188	S000001537
7188	S000002466
7189	6913
7189	S000002843
7180	S000000829
7180	S000000931
7181	5895
7181	7164
7182	5392
7182	6656
7183	S000003881
7183	7127
7184	6782
7184	6524
7185	S000003061
7185	S000000820
8549	S000001377
8549	8382
8018	7250
8018	S000006429
8018	6244
8016	6454
8016	S000005645
8015	S000001332
8015	7590
8013	S000005033
8013	S000000024
8012	S000001110
8012	7120
8011	S000000664
8011	S000005290
7454	S000005163
7454	S000003171
7452	6065
7452	7076
7453	6482
7453	6400
7450	S000003510
7450	6329
8291	7424
8291	7141
8292	S000005943
8292	S000006088
8296	S000000886
8296	S000001662
5847	5846
5847	S000006398
5846	S000003678
5846	S000003641
5845	S000001268
5845	S000001383
5844	5843
5844	S000002954
5843	S000004758
5843	S000004531
5840	S000000893
5840	S000002900
5849	S000006140
5849	S000006137
5848	S000003356
5848	S000006349
7218	S000004487
7218	S000000642
7218	S000002704
7210	7209
7210	6991
7211	S000006110
7211	S000000540
7211	S000006230
7211	S000005892
7212	6940
7212	6834
7213	7044
7213	6696
7214	S000001473
7214	S000000319
7215	S000005573
7215	6680
7216	S000004817
7216	S000004773
7217	5982
7217	6380
6217	5443
6217	S000000010
6216	S000003152
6216	S000000454
6214	6002
6214	5991
6213	S000004506
6213	6119
6212	6177
6212	6000
6211	S000007267
6211	S000007274
6219	5869
6219	5235
6218	5292
6218	6025
6819	S000002722
6819	S000004605
6818	S000001799
6818	S000005029
6811	S000001608
6811	S000003766
6810	S000003946
6810	S000002660
6813	S000000891
