NeXO Term	SGD Gene ID
7388	S000003668
5333	S000003668
7155	S000003669
5964	S000003669
5735	S000003670
5730	S000003670
5747	S000003670
5257	S000003670
5257	S000003671
7515	S000003672
9323	S000003672
9519	S000003672
9241	S000003672
8748	S000003672
9483	S000003672
9486	S000003672
7848	S000003672
8145	S000003672
9295	S000003672
7173	S000003672
8983	S000003672
7922	S000003672
9389	S000003672
7567	S000003672
8078	S000003672
8416	S000003672
7174	S000003672
9127	S000003672
7279	S000003672
9225	S000003672
8912	S000003672
8620	S000003672
6624	S000003672
7466	S000003672
6345	S000003673
6067	S000003673
7538	S000003674
9486	S000003674
9920	S000003674
8312	S000003674
8756	S000003674
7355	S000003674
9587	S000003674
6848	S000003674
8762	S000003675
9365	S000003675
8475	S000003675
9306	S000003675
8275	S000003675
8421	S000003675
6471	S000003675
9559	S000003676
8746	S000003676
8688	S000003676
7550	S000003676
9920	S000003676
9126	S000003676
8370	S000003676
9651	S000003676
9450	S000003676
8557	S000003676
7211	S000003677
8135	S000003677
5944	S000003677
7491	S000003677
7753	S000003677
8921	S000003677
8515	S000003677
7627	S000003677
8817	S000003677
5647	S000003677
5846	S000003678
7197	S000003679
7196	S000003679
5639	S000003679
8083	S000003679
7152	S000003679
8648	S000003679
5722	S000003680
7958	S000003680
5653	S000003681
8073	S000003681
8464	S000003682
5569	S000003682
6516	S000003683
8085	S000003683
7154	S000003683
7171	S000003683
8648	S000003683
7614	S000003683
7655	S000003683
8500	S000003684
7526	S000003684
9483	S000003684
9535	S000003684
7975	S000003684
7402	S000003684
8557	S000003684
5709	S000003685
9486	S000003686
5756	S000003686
9749	S000003687
8153	S000003687
9920	S000003687
7915	S000003687
5899	S000003687
7510	S000003689
8013	S000003689
6233	S000003689
8737	S000003689
7810	S000003689
8881	S000003689
6474	S000003689
8226	S000003689
8114	S000003689
9592	S000003690
8891	S000003690
8073	S000003690
9015	S000003690
9046	S000003690
9496	S000003690
9650	S000003690
9651	S000003690
8101	S000003690
7022	S000003690
7999	S000003691
5588	S000003691
9780	S000003691
8503	S000003692
8069	S000003692
6270	S000003692
8954	S000003693
7065	S000003693
9184	S000003693
9351	S000003693
8992	S000003693
9713	S000003693
8922	S000003693
8618	S000003695
6062	S000003695
7289	S000003696
6621	S000003696
9289	S000003698
6862	S000003698
5264	S000003699
8135	S000003700
7056	S000003700
6891	S000003700
5920	S000003700
9607	S000003700
8421	S000003700
8488	S000003700
9338	S000003700
7714	S000003700
6542	S000003700
6240	S000003701
5886	S000003701
8078	S000003702
8077	S000003702
6276	S000003702
7171	S000003702
6715	S000003702
8565	S000003702
8323	S000003702
7893	S000003702
5592	S000003703
8998	S000003704
8999	S000003704
8785	S000003704
8511	S000003704
6902	S000003704
9073	S000003704
8114	S000003704
9830	S000003704
9302	S000003704
8520	S000003705
9282	S000003705
8785	S000003705
8511	S000003705
6902	S000003705
7211	S000003707
6411	S000003707
9749	S000003708
9920	S000003708
6061	S000003708
6838	S000003708
9292	S000003709
7383	S000003709
9571	S000003709
9096	S000003709
7833	S000003712
9050	S000003712
9676	S000003712
9301	S000003712
9302	S000003712
8876	S000003712
9250	S000003713
9519	S000003713
9816	S000003713
9249	S000003713
9538	S000003713
9241	S000003713
9533	S000003713
9335	S000003713
8748	S000003713
9483	S000003713
9486	S000003713
9503	S000003713
9500	S000003713
9505	S000003713
8687	S000003713
9022	S000003713
9561	S000003713
9389	S000003713
8416	S000003713
9239	S000003713
9051	S000003713
9225	S000003713
8221	S000003713
9238	S000003713
9587	S000003713
9235	S000003713
8620	S000003713
9615	S000003713
8777	S000003713
5685	S000003714
7658	S000003714
9356	S000003715
6931	S000003715
8881	S000003715
5908	S000003715
6888	S000003715
8587	S000003715
5974	S000003716
8104	S000003716
7665	S000003719
8475	S000003719
9427	S000003719
8331	S000003719
7651	S000003719
8770	S000003719
9211	S000003720
5524	S000003720
5166	S000003722
9749	S000003723
7665	S000003723
7685	S000003723
9344	S000003723
8639	S000003723
8700	S000003723
8521	S000003723
6900	S000003723
9136	S000003723
9597	S000003723
9713	S000003723
7750	S000003723
9427	S000003723
7285	S000003723
9076	S000003723
9165	S000003723
9475	S000003723
9304	S000003723
9265	S000003723
7665	S000003724
9344	S000003724
9304	S000003724
9265	S000003724
8770	S000003724
7665	S000003725
7680	S000003725
6771	S000003725
7671	S000003726
9519	S000003726
9816	S000003726
9249	S000003726
9538	S000003726
9241	S000003726
9533	S000003726
8748	S000003726
9483	S000003726
9486	S000003726
9503	S000003726
9500	S000003726
9505	S000003726
9186	S000003726
8854	S000003726
9039	S000003726
8983	S000003726
9389	S000003726
8729	S000003726
9550	S000003726
9535	S000003726
9127	S000003726
9239	S000003726
9051	S000003726
9225	S000003726
8912	S000003726
8221	S000003726
9238	S000003726
8620	S000003726
8977	S000003726
9615	S000003726
7671	S000003727
9519	S000003727
5618	S000003727
9524	S000003727
9505	S000003727
9225	S000003727
8719	S000003728
8635	S000003728
7155	S000003728
5646	S000003728
9133	S000003730
8521	S000003730
9199	S000003730
9776	S000003730
9713	S000003730
9213	S000003730
9428	S000003730
8438	S000003730
8191	S000003730
9657	S000003730
9302	S000003730
7244	S000003730
8969	S000003730
8968	S000003730
8215	S000003730
5747	S000003732
7418	S000003734
5555	S000003734
5069	S000003737
6904	S000003739
9597	S000003739
7789	S000003739
7802	S000003739
7117	S000003739
8813	S000003739
9385	S000003739
8393	S000003739
6796	S000003740
8280	S000003740
7987	S000003740
9338	S000003740
6726	S000003741
7161	S000003741
6919	S000003741
6043	S000003743
5970	S000003743
6670	S000003744
5929	S000003745
5729	S000003745
7324	S000003746
7325	S000003746
7998	S000003746
9427	S000003746
7038	S000003746
6338	S000003746
7216	S000003747
7324	S000003747
7998	S000003747
9427	S000003747
7038	S000003747
6972	S000003748
6519	S000003748
5670	S000003748
7344	S000003748
5246	S000003749
7344	S000003749
6596	S000003749
6807	S000003750
7821	S000003750
8755	S000003750
5246	S000003751
6915	S000003751
7575	S000003752
7574	S000003752
6201	S000003753
7180	S000003753
5515	S000003754
6078	S000003754
7503	S000003754
5196	S000003757
6896	S000003758
6689	S000003759
6169	S000003759
5905	S000003759
5826	S000003759
6497	S000003759
7671	S000003762
9524	S000003762
9505	S000003762
7847	S000003762
8854	S000003762
8459	S000003762
8687	S000003762
6503	S000003762
9561	S000003762
9564	S000003762
5620	S000003762
5930	S000003762
7967	S000003762
7363	S000003762
8064	S000003762
8065	S000003762
8261	S000003762
9550	S000003762
6661	S000003762
7356	S000003762
9115	S000003762
7081	S000003762
5216	S000003763
7719	S000003763
8281	S000003765
6182	S000003765
6811	S000003766
8199	S000003766
8410	S000003766
8688	S000003767
9403	S000003767
8782	S000003767
5993	S000003768
6343	S000003768
8866	S000003768
8088	S000003768
9030	S000003768
8754	S000003768
8755	S000003768
8654	S000003768
9780	S000003768
6493	S000003769
8477	S000003769
5556	S000003769
8234	S000003769
8480	S000003769
7863	S000003770
7995	S000003770
8309	S000003770
6703	S000003770
8962	S000003770
7223	S000003771
7750	S000003771
5690	S000003771
9657	S000003771
5522	S000003771
5680	S000003772
6702	S000003773
5712	S000003775
7832	S000003777
8765	S000003777
8426	S000003777
8427	S000003777
9126	S000003777
9278	S000003777
8956	S000003777
5893	S000003778
9073	S000003778
8219	S000003778
6204	S000003780
6205	S000003780
5246	S000003781
7740	S000003782
5963	S000003782
5686	S000003782
7585	S000003782
5056	S000003783
9597	S000003783
7789	S000003783
7365	S000003783
9105	S000003783
8563	S000003783
7756	S000003783
7117	S000003783
9450	S000003783
5323	S000003783
8957	S000003783
6839	S000003783
9385	S000003783
7304	S000003786
5680	S000003786
7705	S000003786
9064	S000003786
8766	S000003792
6257	S000003792
9159	S000003792
6543	S000003792
8941	S000003793
9592	S000003793
8766	S000003793
9332	S000003793
7661	S000003793
7541	S000003793
8296	S000003793
8881	S000003793
9046	S000003793
9073	S000003793
9165	S000003793
9651	S000003793
9318	S000003793
7986	S000003794
7987	S000003794
8032	S000003794
7541	S000003794
6986	S000003794
8570	S000003794
8571	S000003794
9650	S000003794
7188	S000003796
9180	S000003796
6657	S000003796
9210	S000003796
7597	S000003797
8088	S000003797
8755	S000003797
7119	S000003797
9112	S000003797
9780	S000003797
6131	S000003798
7852	S000003800
7063	S000003800
7853	S000003800
5880	S000003800
6126	S000003800
5229	S000003801
9651	S000003801
9072	S000003802
5589	S000003802
8803	S000003803
9430	S000003803
8535	S000003803
7482	S000003803
8330	S000003803
8627	S000003803
8376	S000003803
7869	S000003804
8606	S000003804
6811	S000003804
8153	S000003804
8732	S000003804
8199	S000003804
9428	S000003804
8411	S000003804
8410	S000003804
9494	S000003804
6335	S000003804
8968	S000003804
8215	S000003804
8481	S000003804
8841	S000003805
8063	S000003805
9112	S000003805
9064	S000003805
9650	S000003805
9780	S000003805
6896	S000003805
8509	S000003806
5639	S000003806
8083	S000003806
8331	S000003806
5217	S000003806
7127	S000003806
9207	S000003806
8573	S000003806
7270	S000003807
8438	S000003807
8969	S000003807
8215	S000003807
8688	S000003808
8998	S000003808
7015	S000003808
9212	S000003808
5954	S000003808
7741	S000003808
7511	S000003809
7788	S000003809
7197	S000003809
7050	S000003809
6349	S000003809
8648	S000003809
7397	S000003809
9180	S000003810
6887	S000003810
7434	S000003810
8219	S000003810
7980	S000003811
7989	S000003811
9180	S000003811
6633	S000003811
9177	S000003811
6887	S000003811
7449	S000003811
8813	S000003811
9385	S000003811
9180	S000003812
7816	S000003812
6910	S000003812
6849	S000003812
9193	S000003813
9180	S000003813
6887	S000003813
6657	S000003813
8323	S000003813
9094	S000003813
8301	S000003814
7321	S000003814
9713	S000003814
7487	S000003814
8883	S000003814
8650	S000003814
9668	S000003814
8530	S000003814
8536	S000003814
5881	S000003814
8791	S000003814
8398	S000003814
7465	S000003814
6685	S000003815
5270	S000003815
8774	S000003815
8047	S000003817
5654	S000003817
9428	S000003818
7353	S000003818
7354	S000003818
7352	S000003818
6147	S000003819
6182	S000003819
7273	S000003820
7274	S000003820
7275	S000003820
7126	S000003820
8766	S000003821
7696	S000003821
6358	S000003821
8281	S000003821
8032	S000003821
6349	S000003821
8493	S000003821
7750	S000003821
8099	S000003821
5690	S000003821
8780	S000003821
9047	S000003821
5561	S000003821
9496	S000003821
8323	S000003821
5547	S000003821
9168	S000003821
9650	S000003821
9651	S000003821
9658	S000003821
9450	S000003821
7894	S000003821
9749	S000003822
5090	S000003822
5075	S000003823
8500	S000003824
7526	S000003824
9713	S000003824
7975	S000003824
8557	S000003824
5894	S000003825
7753	S000003825
9373	S000003826
8563	S000003826
10019	S000003826
9055	S000003826
8203	S000003826
8090	S000003827
5650	S000003827
8651	S000003827
7288	S000003827
7114	S000003827
7716	S000003827
7404	S000003827
6626	S000003827
8487	S000003827
8689	S000003828
7444	S000003829
8411	S000003829
8410	S000003829
6860	S000003829
9494	S000003829
6862	S000003831
5351	S000003833
7510	S000003834
7995	S000003834
6308	S000003834
7911	S000003834
8114	S000003834
8803	S000003835
9430	S000003835
6281	S000003835
7604	S000003835
9092	S000003835
8100	S000003835
6634	S000003835
8726	S000003836
9650	S000003836
8966	S000003836
7651	S000003836
8770	S000003836
6531	S000003837
9136	S000003837
8509	S000003837
6254	S000003837
7487	S000003837
9920	S000003837
9338	S000003837
9076	S000003837
8119	S000003837
8368	S000003837
8825	S000003837
9749	S000003838
8073	S000003838
9207	S000003838
5870	S000003838
9650	S000003838
9089	S000003838
6134	S000003840
6133	S000003841
8026	S000003842
8519	S000003842
8511	S000003842
9264	S000003842
8346	S000003842
5666	S000003842
9382	S000003842
6785	S000003843
9356	S000003843
7239	S000003843
7607	S000003843
7741	S000003843
7492	S000003844
7567	S000003844
8412	S000003844
7006	S000003844
8424	S000003844
5404	S000003844
8591	S000003844
7741	S000003844
8954	S000003846
8539	S000003846
7059	S000003846
9351	S000003846
8992	S000003846
6628	S000003846
9366	S000003847
7757	S000003847
7437	S000003848
7226	S000003848
5850	S000003849
7987	S000003849
7067	S000003849
9920	S000003849
7851	S000003850
7987	S000003850
9184	S000003850
9016	S000003850
5271	S000003850
8521	S000003850
9038	S000003850
7273	S000003850
8601	S000003850
8922	S000003850
8817	S000003850
7594	S000003851
7051	S000003851
5918	S000003851
5783	S000003851
5673	S000003852
9713	S000003852
7701	S000003852
8623	S000003852
8208	S000003852
8203	S000003852
8825	S000003852
9776	S000003853
7286	S000003853
7737	S000003853
6954	S000003853
8956	S000003853
8957	S000003853
8037	S000003854
7782	S000003854
8921	S000003854
5682	S000003854
8191	S000003854
9519	S000003855
9538	S000003855
9335	S000003855
9483	S000003855
9486	S000003855
9503	S000003855
9500	S000003855
8687	S000003855
9561	S000003855
8470	S000003855
9127	S000003855
7111	S000003855
9081	S000003855
8777	S000003855
8091	S000003856
6351	S000003856
6489	S000003856
5179	S000003857
6346	S000003858
5945	S000003858
9920	S000003860
9780	S000003860
6548	S000003860
6378	S000003862
8994	S000003862
6988	S000003862
6987	S000003862
6644	S000003862
6929	S000003862
8499	S000003863
7782	S000003863
6441	S000003863
6957	S000003863
8711	S000003864
7355	S000003864
5293	S000003865
5932	S000003865
6733	S000003865
9920	S000003865
5749	S000003865
7037	S000003865
5318	S000003866
5245	S000003868
8621	S000003869
5327	S000003869
5265	S000003870
7192	S000003870
6647	S000003871
9780	S000003871
8000	S000003871
7362	S000003873
7361	S000003873
8323	S000003873
9668	S000003873
8592	S000003873
6378	S000003874
8994	S000003874
6987	S000003874
7312	S000003874
7484	S000003874
8078	S000003874
8565	S000003874
6929	S000003874
7893	S000003874
5521	S000003874
5896	S000003876
6455	S000003876
9471	S000003876
7089	S000003876
5331	S000003877
8766	S000003878
9344	S000003878
9347	S000003878
9306	S000003878
9037	S000003878
8910	S000003878
7601	S000003878
9204	S000003878
6627	S000003878
9470	S000003878
7221	S000003878
8962	S000003878
7022	S000003878
8762	S000003879
6263	S000003879
7857	S000003880
7774	S000003880
9112	S000003880
9064	S000003880
9830	S000003880
9780	S000003880
8822	S000003880
6798	S000003881
8280	S000003881
7183	S000003881
5974	S000003881
7655	S000003881
6209	S000003882
6211	S000003882
5295	S000003882
5774	S000003882
5202	S000003882
8104	S000003882
5206	S000003883
7519	S000003884
9250	S000003884
9519	S000003884
9816	S000003884
9538	S000003884
9241	S000003884
9533	S000003884
9524	S000003884
9503	S000003884
9500	S000003884
9505	S000003884
8854	S000003884
9292	S000003884
9022	S000003884
9561	S000003884
9564	S000003884
8470	S000003884
7165	S000003884
8261	S000003884
7356	S000003884
9051	S000003884
8221	S000003884
9238	S000003884
9587	S000003884
9615	S000003884
5379	S000003885
8766	S000003886
6233	S000003886
8870	S000003886
8478	S000003886
9015	S000003886
8226	S000003886
7463	S000003886
5891	S000003888
9508	S000003891
5779	S000003891
7809	S000003892
6393	S000003892
7388	S000003892
9430	S000003893
8704	S000003893
9707	S000003893
8893	S000003893
7300	S000003893
9830	S000003893
6574	S000003894
7437	S000003894
5761	S000003894
8941	S000003895
9749	S000003895
8766	S000003895
9707	S000003895
8493	S000003895
8514	S000003895
7434	S000003895
8301	S000003896
8472	S000003896
7362	S000003896
8411	S000003896
8650	S000003896
8592	S000003896
6623	S000003896
6821	S000003896
5357	S000003897
5459	S000003898
8626	S000003899
5525	S000003899
8070	S000003899
7102	S000003899
8656	S000003899
8627	S000003899
9830	S000003899
5674	S000003900
7810	S000003900
7833	S000003901
9282	S000003901
7304	S000003901
8252	S000003901
8342	S000003901
9302	S000003901
7808	S000003902
7241	S000003902
8618	S000003904
7972	S000003904
5209	S000003904
6681	S000003905
6111	S000003905
9816	S000003906
9249	S000003906
9538	S000003906
9533	S000003906
9524	S000003906
9503	S000003906
9500	S000003906
9505	S000003906
8854	S000003906
9022	S000003906
9561	S000003906
9564	S000003906
8261	S000003906
9550	S000003906
9535	S000003906
9120	S000003906
9587	S000003906
9011	S000003906
9115	S000003906
9060	S000003906
9615	S000003906
5277	S000003908
6581	S000003908
5947	S000003909
9038	S000003909
6233	S000003911
7633	S000003911
5331	S000003911
6946	S000003911
6567	S000003913
8487	S000003913
5575	S000003916
5763	S000003916
6516	S000003924
7815	S000003924
9540	S000003924
6111	S000003924
7281	S000003924
8606	S000003925
8152	S000003925
9830	S000003925
6632	S000003925
9048	S000003926
8071	S000003926
8119	S000003926
8876	S000003926
7869	S000003927
9199	S000003927
8199	S000003927
9428	S000003927
8410	S000003927
9152	S000003927
8427	S000003927
7270	S000003927
9494	S000003927
8969	S000003927
8968	S000003927
8215	S000003927
6681	S000003929
6583	S000003929
7169	S000003929
5434	S000003929
8947	S000003931
8013	S000003931
8110	S000003931
9533	S000003931
9335	S000003931
9291	S000003931
8852	S000003931
9295	S000003931
9013	S000003931
8668	S000003931
9427	S000003931
8672	S000003931
9278	S000003931
9081	S000003931
6774	S000003932
8565	S000003932
7291	S000003932
8573	S000003932
5988	S000003933
7876	S000003933
9524	S000003934
7847	S000003934
8854	S000003934
8459	S000003934
9564	S000003934
8261	S000003934
9550	S000003934
9657	S000003934
9540	S000003936
7291	S000003936
6583	S000003936
7226	S000003937
7919	S000003938
5308	S000003938
6874	S000003939
8488	S000003939
8755	S000003939
7287	S000003939
5605	S000003940
6513	S000003940
9373	S000003941
5562	S000003941
8954	S000003944
9344	S000003944
8700	S000003944
9366	S000003944
9365	S000003944
9707	S000003944
9306	S000003944
9037	S000003944
7757	S000003944
7918	S000003944
8512	S000003944
7853	S000003944
9079	S000003944
9470	S000003944
9475	S000003944
9657	S000003944
9830	S000003945
9302	S000003945
8969	S000003945
6632	S000003945
6810	S000003946
9092	S000003946
7519	S000003947
8803	S000003947
8303	S000003947
9748	S000003947
5537	S000003947
8500	S000003947
7987	S000003947
9524	S000003947
6511	S000003947
9559	S000003947
8140	S000003947
8042	S000003947
9012	S000003947
8470	S000003947
7963	S000003947
9920	S000003947
8893	S000003947
5234	S000003947
6888	S000003947
5224	S000003947
8563	S000003947
7955	S000003947
8292	S000003947
9041	S000003947
9165	S000003947
9115	S000003947
8592	S000003947
8576	S000003947
6315	S000003947
9094	S000003947
9092	S000003947
6636	S000003947
7876	S000003947
9086	S000003947
5511	S000003948
8368	S000003948
7081	S000003948
8303	S000003949
7661	S000003949
8656	S000003949
9207	S000003949
9086	S000003949
9318	S000003949
5133	S000003950
6315	S000003952
5854	S000003955
6955	S000003955
8947	S000003957
9816	S000003957
8500	S000003957
9533	S000003957
8441	S000003957
9291	S000003957
9013	S000003957
8908	S000003957
9081	S000003957
5200	S000003958
7517	S000003959
5548	S000003959
7980	S000003959
7685	S000003959
9505	S000003959
9186	S000003959
9022	S000003959
6633	S000003959
5927	S000003959
9597	S000003959
9561	S000003959
7789	S000003959
9659	S000003959
7963	S000003959
9177	S000003959
9105	S000003959
7708	S000003959
9733	S000003959
9025	S000003959
7915	S000003959
6293	S000003959
7117	S000003959
8221	S000003959
7392	S000003959
7951	S000003959
9587	S000003959
9235	S000003959
6329	S000003959
5321	S000003959
8813	S000003959
8977	S000003959
8587	S000003959
9265	S000003959
9615	S000003959
9385	S000003959
8393	S000003959
8940	S000003961
8806	S000003961
7696	S000003961
8032	S000003961
8296	S000003961
9496	S000003961
6339	S000003961
9168	S000003961
9651	S000003961
6494	S000003961
9312	S000003961
8205	S000003962
9250	S000003962
7788	S000003962
8954	S000003962
9749	S000003962
6977	S000003962
5538	S000003962
9816	S000003962
8500	S000003962
8011	S000003962
8499	S000003962
9193	S000003962
9538	S000003962
7214	S000003962
8841	S000003962
7668	S000003962
8153	S000003962
5509	S000003962
8712	S000003962
9133	S000003962
8521	S000003962
9292	S000003962
6693	S000003962
6234	S000003962
9776	S000003962
6986	S000003962
8112	S000003962
5928	S000003962
8983	S000003962
9213	S000003962
7750	S000003962
9920	S000003962
7808	S000003962
8893	S000003962
8891	S000003962
9037	S000003962
6700	S000003962
9015	S000003962
8424	S000003962
9535	S000003962
6286	S000003962
6044	S000003962
9055	S000003962
9338	S000003962
6939	S000003962
7928	S000003962
9041	S000003962
9046	S000003962
8221	S000003962
7733	S000003962
7422	S000003962
7418	S000003962
7392	S000003962
9238	S000003962
7282	S000003962
9494	S000003962
9587	S000003962
9212	S000003962
6335	S000003962
6336	S000003962
6331	S000003962
6339	S000003962
9079	S000003962
6849	S000003962
9165	S000003962
7255	S000003962
8598	S000003962
5899	S000003962
9830	S000003962
7397	S000003962
7247	S000003962
9780	S000003962
8977	S000003962
7022	S000003962
9615	S000003962
7875	S000003962
9318	S000003962
5086	S000003962
6894	S000003962
6543	S000003962
6548	S000003962
8480	S000003962
9592	S000003963
8766	S000003963
8725	S000003963
8060	S000003963
9046	S000003963
8159	S000003963
9168	S000003963
9650	S000003963
9651	S000003963
6999	S000003964
6489	S000003964
5967	S000003964
5873	S000003964
5874	S000003964
7759	S000003965
5685	S000003965
7658	S000003965
9344	S000003966
8635	S000003966
9137	S000003966
9306	S000003966
7816	S000003966
8375	S000003966
9304	S000003966
9250	S000003968
8947	S000003968
9816	S000003968
9538	S000003968
9533	S000003968
9335	S000003968
9503	S000003968
9500	S000003968
9291	S000003968
8852	S000003968
9022	S000003968
9295	S000003968
9561	S000003968
9013	S000003968
8668	S000003968
6652	S000003968
9587	S000003968
8908	S000003968
8581	S000003968
9615	S000003968
9081	S000003968
7920	S000003968
6154	S000003969
5533	S000003969
6158	S000003969
5375	S000003970
9347	S000003971
7919	S000003971
5308	S000003971
7321	S000003972
8464	S000003972
6243	S000003972
9030	S000003972
8883	S000003972
8513	S000003972
8791	S000003972
7465	S000003972
6162	S000003973
9373	S000003973
5828	S000003973
8203	S000003973
5954	S000003974
5751	S000003974
8280	S000003975
6974	S000003975
8026	S000003975
5149	S000003975
5666	S000003975
5322	S000003976
5751	S000003977
5426	S000003977
7910	S000003981
9780	S000003981
6040	S000003982
5319	S000003982
5490	S000003983
5491	S000003983
5269	S000003985
8513	S000003985
6150	S000003986
6274	S000003986
7304	S000003986
5954	S000003986
6169	S000003987
5826	S000003987
5766	S000003991
8947	S000003992
9533	S000003992
9335	S000003992
8441	S000003992
9291	S000003992
9295	S000003992
9013	S000003992
8668	S000003992
8246	S000003992
8438	S000003992
9081	S000003992
9524	S000003993
9295	S000003993
9564	S000003993
7574	S000003993
8774	S000003993
8182	S000003995
9559	S000003995
7781	S000003995
9050	S000003995
9210	S000003995
9137	S000003996
7818	S000003996
6281	S000003996
8811	S000003996
5261	S000003997
5411	S000003997
7196	S000003998
5639	S000003998
8083	S000003998
7161	S000003998
9291	S000003999
8852	S000003999
8033	S000003999
9295	S000003999
9013	S000003999
8668	S000003999
8563	S000003999
8246	S000003999
8427	S000003999
9081	S000003999
5316	S000004000
7056	S000004002
5312	S000004002
5285	S000004003
8342	S000004003
5559	S000004004
6060	S000004004
6815	S000004005
7484	S000004005
7232	S000004005
9210	S000004005
8236	S000004005
8956	S000004005
7980	S000004006
6633	S000004006
9038	S000004006
9177	S000004006
9385	S000004006
8026	S000004007
7113	S000004007
5666	S000004007
8803	S000004008
6810	S000004008
9430	S000004008
7316	S000004008
8330	S000004008
8534	S000004008
6317	S000004008
9092	S000004008
5781	S000004009
5317	S000004009
6365	S000004011
7554	S000004011
9177	S000004011
8061	S000004011
8424	S000004011
8510	S000004011
9212	S000004011
5885	S000004011
8427	S000004012
8908	S000004012
7259	S000004012
7260	S000004013
5243	S000004013
8648	S000004013
8712	S000004014
5280	S000004014
9210	S000004014
6566	S000004014
8165	S000004015
8499	S000004015
8737	S000004015
8464	S000004015
7782	S000004015
7271	S000004015
7115	S000004015
6957	S000004015
8940	S000004016
9592	S000004016
6160	S000004016
9568	S000004016
8298	S000004016
8309	S000004016
9338	S000004016
6866	S000004016
8226	S000004016
7389	S000004016
7386	S000004016
5898	S000004016
7651	S000004016
8770	S000004016
8392	S000004016
5131	S000004017
7590	S000004018
10019	S000004018
6602	S000004018
8817	S000004018
7505	S000004018
9250	S000004019
9519	S000004019
9816	S000004019
9538	S000004019
9533	S000004019
9335	S000004019
9503	S000004019
9500	S000004019
9051	S000004019
9238	S000004019
9587	S000004019
9615	S000004019
9081	S000004019
5781	S000004021
5317	S000004021
8606	S000004022
8153	S000004022
8732	S000004022
9920	S000004022
8410	S000004022
6656	S000004022
7587	S000004022
9920	S000004023
8924	S000004023
9047	S000004023
7605	S000004023
6010	S000004023
8876	S000004023
8153	S000004024
5211	S000004024
8498	S000004025
8153	S000004025
8041	S000004025
6656	S000004025
5211	S000004025
7112	S000004025
5899	S000004025
9096	S000004025
6169	S000004027
5826	S000004027
7801	S000004028
6276	S000004028
7171	S000004028
6715	S000004028
8565	S000004028
7635	S000004028
7894	S000004028
7893	S000004028
8941	S000004029
8493	S000004029
8782	S000004029
8780	S000004029
9046	S000004029
9496	S000004029
8340	S000004029
9651	S000004029
5149	S000004030
5604	S000004031
6135	S000004031
6247	S000004032
7155	S000004032
6248	S000004032
8957	S000004032
8153	S000004033
7113	S000004033
7112	S000004033
9920	S000004034
7916	S000004034
7392	S000004034
8234	S000004034
5089	S000004034
8697	S000004035
8301	S000004035
9356	S000004035
8043	S000004035
9707	S000004035
8881	S000004035
8260	S000004035
8341	S000004035
9668	S000004035
8530	S000004035
8582	S000004035
8791	S000004035
9184	S000004036
6509	S000004036
7917	S000004036
8621	S000004036
9816	S000004038
9533	S000004038
9503	S000004038
9500	S000004038
7848	S000004038
9186	S000004038
8032	S000004038
9022	S000004038
9561	S000004038
9239	S000004038
9615	S000004038
8867	S000004039
5950	S000004039
8719	S000004041
9524	S000004041
5917	S000004041
6797	S000004042
9508	S000004042
7571	S000004042
9676	S000004042
5398	S000004043
8805	S000004045
8704	S000004045
7566	S000004045
8661	S000004045
9676	S000004045
9113	S000004045
9382	S000004045
6153	S000004046
6798	S000004046
7788	S000004046
6711	S000004046
7397	S000004046
7022	S000004046
6654	S000004047
9496	S000004047
8570	S000004047
9780	S000004047
6977	S000004048
7821	S000004048
6602	S000004048
7384	S000004048
5092	S000004050
9519	S000004051
9249	S000004051
9241	S000004051
9335	S000004051
9500	S000004051
9505	S000004051
8459	S000004051
9356	S000004051
8983	S000004051
8416	S000004051
7913	S000004051
7911	S000004051
9225	S000004051
8908	S000004051
8620	S000004051
9323	S000004052
9519	S000004052
9241	S000004052
9486	S000004052
8032	S000004052
7995	S000004052
7557	S000004052
9225	S000004052
8912	S000004052
9238	S000004052
8620	S000004052
7857	S000004053
8715	S000004053
8442	S000004053
6347	S000004053
8866	S000004053
8867	S000004053
7927	S000004053
7364	S000004053
7772	S000004053
8088	S000004053
9289	S000004053
7910	S000004053
8754	S000004053
8755	S000004053
8260	S000004053
8654	S000004053
8514	S000004053
7119	S000004053
9112	S000004053
9064	S000004053
9780	S000004053
8580	S000004053
8822	S000004053
8779	S000004053
5069	S000004054
7510	S000004055
8032	S000004055
7995	S000004055
8493	S000004055
9127	S000004055
7705	S000004055
8620	S000004055
7863	S000004056
5831	S000004056
8962	S000004056
5929	S000004057
5729	S000004057
8573	S000004057
9524	S000004058
5620	S000004058
5554	S000004059
7594	S000004060
7044	S000004060
9278	S000004060
8591	S000004060
6490	S000004060
9559	S000004061
8998	S000004061
7391	S000004061
7302	S000004061
9676	S000004061
8370	S000004061
8557	S000004061
8550	S000004061
8551	S000004061
7594	S000004062
5670	S000004062
5918	S000004062
7604	S000004062
8835	S000004063
5861	S000004063
8867	S000004063
7958	S000004063
9780	S000004063
9291	S000004064
9295	S000004064
9013	S000004064
9389	S000004064
7483	S000004064
8563	S000004064
8131	S000004064
9250	S000004065
9816	S000004065
9538	S000004065
9533	S000004065
9503	S000004065
9500	S000004065
9505	S000004065
9920	S000004065
7800	S000004065
9550	S000004065
9051	S000004065
9041	S000004065
8221	S000004065
9238	S000004065
9587	S000004065
8960	S000004065
8581	S000004065
9615	S000004065
9592	S000004068
8148	S000004068
9568	S000004068
8334	S000004068
