NeXO Term	SGD Gene ID
9430	S000001377
8535	S000001377
9292	S000001377
7786	S000001377
7482	S000001377
8883	S000001377
5595	S000001378
5799	S000001379
9064	S000001379
7559	S000001380
9707	S000001380
7588	S000001380
9064	S000001380
9470	S000001380
5462	S000001381
8368	S000001381
5855	S000001382
7597	S000001382
8088	S000001382
8755	S000001382
8591	S000001382
9780	S000001382
5845	S000001383
7239	S000001383
5927	S000001384
8119	S000001384
8726	S000001385
8473	S000001385
7765	S000001385
7972	S000001385
5552	S000001385
5488	S000001386
7105	S000001387
8746	S000001388
6892	S000001388
8893	S000001388
9152	S000001388
9047	S000001388
7605	S000001388
9830	S000001388
9301	S000001388
6010	S000001388
8876	S000001388
5999	S000001390
9210	S000001390
5998	S000001391
8764	S000001391
6275	S000001393
7380	S000001393
5233	S000001394
8947	S000001395
9519	S000001395
9816	S000001395
9538	S000001395
9533	S000001395
7989	S000001395
9335	S000001395
9483	S000001395
9486	S000001395
9503	S000001395
9500	S000001395
9505	S000001395
9186	S000001395
8687	S000001395
9561	S000001395
9389	S000001395
8416	S000001395
9535	S000001395
9127	S000001395
9225	S000001395
7111	S000001395
9235	S000001395
8777	S000001395
9385	S000001395
8091	S000001396
8160	S000001396
7171	S000001396
7896	S000001396
5058	S000001397
5567	S000001399
7441	S000001400
8851	S000001400
6535	S000001400
7733	S000001400
6538	S000001401
8292	S000001401
9494	S000001401
6335	S000001401
8941	S000001402
9344	S000001402
9351	S000001402
5673	S000001402
9366	S000001402
6694	S000001402
7701	S000001402
8623	S000001402
8512	S000001402
7705	S000001402
7898	S000001402
9265	S000001402
7665	S000001403
9344	S000001403
9366	S000001403
7701	S000001403
8308	S000001403
8623	S000001403
8512	S000001403
7898	S000001403
9265	S000001403
5931	S000001404
9607	S000001404
9213	S000001404
9158	S000001404
8377	S000001404
8498	S000001405
9193	S000001405
8182	S000001405
5915	S000001405
7104	S000001405
9210	S000001405
9165	S000001405
7860	S000001406
9048	S000001406
6814	S000001406
7361	S000001406
9152	S000001406
8592	S000001406
8591	S000001406
8582	S000001406
6178	S000001407
7468	S000001407
6685	S000001408
6516	S000001408
6470	S000001408
8252	S000001408
9137	S000001409
7818	S000001409
6281	S000001409
6282	S000001409
8811	S000001409
9323	S000001410
9519	S000001410
9249	S000001410
8748	S000001410
9486	S000001410
9430	S000001410
8983	S000001410
9920	S000001410
8416	S000001410
6044	S000001410
9239	S000001410
9225	S000001410
9238	S000001410
6624	S000001410
9749	S000001411
9048	S000001411
8898	S000001411
9289	S000001411
7297	S000001411
7607	S000001411
7285	S000001411
9113	S000001411
8589	S000001411
9199	S000001412
8438	S000001412
9094	S000001412
7244	S000001412
8215	S000001412
8481	S000001412
6200	S000001415
8753	S000001415
9158	S000001415
8651	S000001415
8189	S000001415
6200	S000001416
7154	S000001416
5352	S000001416
8651	S000001416
7857	S000001417
7983	S000001417
8442	S000001417
8867	S000001417
7816	S000001417
7774	S000001417
9289	S000001417
5911	S000001417
8754	S000001417
8755	S000001417
6297	S000001417
9112	S000001417
9064	S000001417
9780	S000001417
8822	S000001417
8779	S000001417
8205	S000001418
7602	S000001418
9064	S000001418
5291	S000001419
8573	S000001419
7065	S000001420
6403	S000001420
6047	S000001420
8539	S000001421
8289	S000001421
9366	S000001421
9707	S000001421
9038	S000001421
9713	S000001421
9064	S000001421
7325	S000001422
7154	S000001422
9037	S000001422
5229	S000001422
7918	S000001422
8359	S000001422
6368	S000001422
7243	S000001422
6354	S000001423
6355	S000001423
7851	S000001424
8998	S000001424
9568	S000001424
6407	S000001424
8334	S000001424
9301	S000001424
8392	S000001424
8550	S000001424
5768	S000001428
5835	S000001429
5836	S000001429
8431	S000001429
5196	S000001434
5056	S000001435
9105	S000001435
6689	S000001438
6169	S000001438
5905	S000001438
5826	S000001438
6497	S000001438
8756	S000001440
7713	S000001440
8234	S000001440
6306	S000001440
5838	S000001441
9096	S000001441
8289	S000001442
9373	S000001442
6933	S000001442
5568	S000001442
9475	S000001442
8817	S000001442
9597	S000001443
6281	S000001443
6282	S000001443
8582	S000001443
7980	S000001444
7989	S000001444
9559	S000001444
6904	S000001444
6633	S000001444
9177	S000001444
9105	S000001444
8102	S000001444
9385	S000001444
8393	S000001444
9749	S000001445
8407	S000001445
6919	S000001445
7601	S000001445
9079	S000001445
8119	S000001445
8214	S000001447
8481	S000001447
9597	S000001448
7117	S000001448
8337	S000001448
8301	S000001449
7185	S000001449
9048	S000001449
8472	S000001449
7362	S000001449
7361	S000001449
7838	S000001449
9152	S000001449
8284	S000001449
8650	S000001449
8323	S000001449
9668	S000001449
8592	S000001449
8591	S000001449
9830	S000001449
6623	S000001449
5190	S000001450
9657	S000001450
9816	S000001451
7800	S000001451
6142	S000001454
5619	S000001454
5324	S000001454
6685	S000001455
5270	S000001455
6992	S000001456
5690	S000001456
5680	S000001456
5522	S000001456
6305	S000001457
7688	S000001458
8992	S000001458
7919	S000001458
6273	S000001458
6327	S000001458
6563	S000001458
5878	S000001460
6044	S000001460
7863	S000001461
6879	S000001461
9347	S000001461
8726	S000001461
8475	S000001461
8569	S000001461
5831	S000001461
8358	S000001461
7622	S000001461
8962	S000001461
5549	S000001462
8112	S000001462
8755	S000001462
7404	S000001462
8487	S000001462
6078	S000001463
5452	S000001464
8525	S000001464
5672	S000001464
5749	S000001464
5962	S000001464
5644	S000001464
7807	S000001465
8581	S000001465
5340	S000001466
8755	S000001466
5993	S000001467
8866	S000001467
7927	S000001467
7597	S000001467
8088	S000001467
5340	S000001467
9289	S000001467
8755	S000001467
8654	S000001467
6387	S000001467
9112	S000001467
9064	S000001467
9780	S000001467
7870	S000001467
8822	S000001467
8779	S000001467
5993	S000001468
5340	S000001468
8755	S000001468
8654	S000001468
5993	S000001469
5393	S000001469
5993	S000001470
8866	S000001470
7597	S000001470
8088	S000001470
8754	S000001470
8755	S000001470
8654	S000001470
9112	S000001470
9064	S000001470
7404	S000001470
9780	S000001470
8822	S000001470
5549	S000001471
7404	S000001471
9749	S000001472
9486	S000001472
8145	S000001472
6514	S000001472
7922	S000001472
7279	S000001472
6614	S000001472
6159	S000001473
7214	S000001473
7316	S000001473
9920	S000001473
5418	S000001473
7565	S000001474
5861	S000001476
6493	S000001476
8234	S000001476
7875	S000001476
9382	S000001476
5491	S000001477
5097	S000001478
7690	S000001480
6689	S000001480
7056	S000001480
7816	S000001480
6273	S000001480
5942	S000001480
5921	S000001481
9365	S000001481
8342	S000001481
5371	S000001482
9713	S000001484
6835	S000001484
8499	S000001485
6441	S000001485
6957	S000001485
8994	S000001486
5262	S000001486
9592	S000001487
8780	S000001487
7298	S000001487
9046	S000001487
5310	S000001488
9830	S000001488
9519	S000001489
9249	S000001489
9241	S000001489
6778	S000001489
8748	S000001489
9483	S000001489
9486	S000001489
9500	S000001489
9186	S000001489
9389	S000001489
9239	S000001489
9225	S000001489
8912	S000001489
9235	S000001489
8620	S000001489
8977	S000001489
9344	S000001490
8289	S000001490
9366	S000001490
9365	S000001490
8473	S000001490
9373	S000001490
7487	S000001490
6933	S000001490
7928	S000001490
5568	S000001490
9264	S000001490
9079	S000001490
9475	S000001490
9304	S000001490
7243	S000001490
9265	S000001490
5385	S000001491
7022	S000001491
8947	S000001492
8110	S000001492
9533	S000001492
9524	S000001492
9486	S000001492
9503	S000001492
9291	S000001492
8033	S000001492
9295	S000001492
9013	S000001492
8668	S000001492
7574	S000001492
8563	S000001492
8246	S000001492
8131	S000001492
9081	S000001492
9193	S000001493
8712	S000001493
7206	S000001493
9211	S000001493
8654	S000001493
7517	S000001495
7991	S000001495
9597	S000001495
9025	S000001495
7951	S000001495
5572	S000001495
8813	S000001495
9385	S000001495
9373	S000001496
9055	S000001496
9533	S000001497
9335	S000001497
8852	S000001497
8854	S000001497
9013	S000001497
8672	S000001497
9550	S000001497
9535	S000001497
9072	S000001497
7621	S000001497
5589	S000001497
9081	S000001497
5559	S000001498
5326	S000001498
6405	S000001498
8487	S000001498
6209	S000001499
6211	S000001499
5774	S000001499
8104	S000001499
5606	S000001500
7590	S000001501
7484	S000001501
7232	S000001501
7286	S000001501
9830	S000001501
8236	S000001501
6954	S000001501
8956	S000001501
8957	S000001501
5669	S000001502
5668	S000001502
9749	S000001503
8145	S000001503
6514	S000001503
7056	S000001503
7290	S000001503
6614	S000001503
8115	S000001503
8947	S000001504
9291	S000001504
8033	S000001504
9295	S000001504
9013	S000001504
8668	S000001504
8301	S000001505
5452	S000001505
8525	S000001505
5672	S000001505
9607	S000001505
9213	S000001505
5962	S000001505
5963	S000001505
5644	S000001505
7515	S000001506
9486	S000001506
7173	S000001506
7922	S000001506
8470	S000001506
7567	S000001506
7568	S000001506
9154	S000001506
6660	S000001506
7279	S000001506
7624	S000001506
7249	S000001506
6399	S000001507
8697	S000001508
7051	S000001508
8785	S000001508
9668	S000001508
8791	S000001508
8398	S000001508
5282	S000001509
7478	S000001510
7834	S000001510
9282	S000001510
7864	S000001511
8182	S000001511
9776	S000001511
7642	S000001511
8949	S000001512
8711	S000001512
8132	S000001512
8377	S000001512
6074	S000001514
9920	S000001515
6074	S000001515
5432	S000001516
5528	S000001517
5529	S000001517
8712	S000001517
5864	S000001518
5863	S000001518
6407	S000001518
8998	S000001521
8601	S000001521
8656	S000001521
5288	S000001523
8509	S000001523
9322	S000001524
7857	S000001524
5605	S000001524
8737	S000001524
7770	S000001524
9048	S000001525
9713	S000001525
7285	S000001525
9265	S000001525
8992	S000001526
9920	S000001526
7014	S000001526
7869	S000001528
8199	S000001528
9428	S000001528
8214	S000001528
8410	S000001528
8438	S000001528
8481	S000001528
6407	S000001529
8334	S000001529
6295	S000001530
8626	S000001531
8539	S000001531
7555	S000001531
9136	S000001531
9713	S000001531
5857	S000001532
7362	S000001532
7361	S000001532
8631	S000001532
8099	S000001532
9152	S000001532
8323	S000001532
8592	S000001532
9830	S000001532
8582	S000001532
7912	S000001533
7910	S000001533
9780	S000001533
8822	S000001533
5768	S000001534
5767	S000001534
6920	S000001535
8591	S000001535
8582	S000001535
7188	S000001537
9012	S000001537
6657	S000001537
7542	S000001538
7733	S000001538
6841	S000001538
6443	S000001538
9816	S000001539
9503	S000001539
9500	S000001539
9051	S000001539
8221	S000001539
8376	S000001539
9615	S000001539
8803	S000001540
8535	S000001540
8330	S000001540
8534	S000001540
8221	S000001540
8627	S000001540
8376	S000001540
8519	S000001541
9050	S000001541
9676	S000001541
5876	S000001541
7286	S000001542
6954	S000001542
8956	S000001542
8957	S000001542
9920	S000001543
7392	S000001543
9113	S000001543
8234	S000001543
8480	S000001543
6164	S000001544
7834	S000001544
6406	S000001544
9137	S000001545
8256	S000001545
9113	S000001545
5297	S000001548
8881	S000001548
8569	S000001548
5775	S000001548
8114	S000001548
8500	S000001550
7152	S000001550
6299	S000001550
8803	S000001551
9749	S000001551
8387	S000001551
8535	S000001551
9292	S000001551
8893	S000001551
8330	S000001551
7257	S000001551
8376	S000001551
9092	S000001551
9657	S000001551
8968	S000001551
9089	S000001551
8898	S000001552
6317	S000001552
9092	S000001552
8589	S000001552
9089	S000001552
5321	S000001553
5105	S000001555
9073	S000001555
8941	S000001556
8940	S000001556
9347	S000001556
8618	S000001556
9037	S000001556
10000	S000001556
8910	S000001556
8962	S000001556
7877	S000001556
9039	S000001557
9177	S000001557
5572	S000001557
8813	S000001557
8393	S000001557
9500	S000001558
5671	S000001558
8337	S000001558
5671	S000001559
8337	S000001559
6804	S000001561
8908	S000001561
7259	S000001561
8587	S000001561
9344	S000001562
8140	S000001562
8700	S000001562
8032	S000001562
8289	S000001562
9366	S000001562
9707	S000001562
7701	S000001562
9427	S000001562
7757	S000001562
9338	S000001562
8252	S000001562
8512	S000001562
7898	S000001562
9076	S000001562
9079	S000001562
7986	S000001563
5778	S000001563
7541	S000001563
6986	S000001563
8571	S000001563
7642	S000001563
6652	S000001564
9046	S000001564
9165	S000001564
8571	S000001564
8962	S000001564
8964	S000001564
7642	S000001564
8480	S000001564
7671	S000001565
5618	S000001565
6359	S000001565
8672	S000001565
9239	S000001565
9235	S000001565
5067	S000001567
5967	S000001568
8085	S000001570
7800	S000001570
5827	S000001570
6272	S000001570
7614	S000001570
7053	S000001571
9776	S000001571
9776	S000001572
7361	S000001572
8099	S000001572
8650	S000001572
8323	S000001572
8592	S000001572
5110	S000001573
9920	S000001573
7067	S000001574
5653	S000001574
8073	S000001574
5609	S000001575
6694	S000001575
8922	S000001575
7705	S000001575
8867	S000001576
7911	S000001576
7910	S000001576
5219	S000001576
9780	S000001576
5139	S000001577
6329	S000001578
8813	S000001578
8835	S000001579
8414	S000001579
7274	S000001579
5362	S000001579
7287	S000001579
6500	S000001580
5417	S000001581
5084	S000001581
7671	S000001582
6359	S000001582
9564	S000001582
6150	S000001583
7015	S000001583
5954	S000001583
5751	S000001583
8525	S000001584
6900	S000001584
9137	S000001584
7555	S000001584
9136	S000001584
9607	S000001584
9213	S000001584
9211	S000001584
9550	S000001584
8505	S000001584
9076	S000001584
9265	S000001584
8825	S000001584
8719	S000001586
8182	S000001586
8635	S000001586
8245	S000001586
7155	S000001586
8071	S000001586
7371	S000001586
5646	S000001586
8949	S000001587
8500	S000001587
8711	S000001587
9483	S000001587
9920	S000001587
9041	S000001587
9113	S000001587
9207	S000001587
9657	S000001587
8000	S000001587
8539	S000001588
5273	S000001588
6849	S000001588
6309	S000001591
9713	S000001591
7358	S000001591
5896	S000001592
8714	S000001592
8160	S000001592
8085	S000001592
8078	S000001592
8648	S000001592
7127	S000001592
7894	S000001592
8140	S000001593
9366	S000001593
6746	S000001593
7810	S000001593
9540	S000001593
9158	S000001593
8512	S000001593
6028	S000001593
6330	S000001593
6107	S000001593
9180	S000001595
9776	S000001595
9920	S000001595
8507	S000001595
8323	S000001595
9657	S000001595
7894	S000001595
8977	S000001595
8498	S000001596
8732	S000001596
8199	S000001596
9428	S000001596
8410	S000001596
7354	S000001596
9494	S000001596
6131	S000001596
8481	S000001596
9180	S000001597
7779	S000001597
8292	S000001597
5781	S000001597
6469	S000001597
9282	S000001598
5975	S000001598
9540	S000001599
7970	S000001599
6555	S000001599
5855	S000001600
9816	S000001600
6149	S000001600
7214	S000001600
5131	S000001600
5600	S000001600
6422	S000001600
5868	S000001600
6237	S000001600
6923	S000001600
7782	S000001600
8881	S000001600
7454	S000001600
5652	S000001600
7574	S000001600
5344	S000001600
8261	S000001600
5224	S000001600
8560	S000001600
5355	S000001600
9126	S000001600
9826	S000001600
8534	S000001600
8131	S000001600
5782	S000001600
6841	S000001600
9165	S000001600
7259	S000001600
9650	S000001600
5554	S000001600
8582	S000001600
9081	S000001600
8000	S000001600
6540	S000001600
6530	S000001602
7986	S000001602
7541	S000001602
6716	S000001602
8618	S000001603
5737	S000001603
7972	S000001603
5209	S000001603
6778	S000001604
5554	S000001604
7613	S000001605
9030	S000001607
5176	S000001607
8500	S000001608
6811	S000001608
7050	S000001608
5936	S000001608
8421	S000001609
9077	S000001609
7388	S000001609
8762	S000001610
8013	S000001610
8700	S000001610
9365	S000001610
9306	S000001610
8275	S000001610
8421	S000001610
8512	S000001610
9079	S000001610
9475	S000001610
8966	S000001610
6557	S000001610
5605	S000001611
7602	S000001612
8289	S000001612
9707	S000001612
9373	S000001612
9427	S000001612
9055	S000001612
8604	S000001612
5552	S000001612
5981	S000001613
8921	S000001613
7112	S000001613
9657	S000001613
8103	S000001613
9081	S000001613
5425	S000001617
8280	S000001618
8281	S000001618
5600	S000001618
6043	S000001618
5970	S000001618
7463	S000001618
6474	S000001619
6950	S000001619
8614	S000001620
8085	S000001620
7154	S000001620
8648	S000001620
6482	S000001620
7614	S000001620
7655	S000001620
5142	S000001621
5866	S000001622
8466	S000001622
9126	S000001622
9011	S000001622
9830	S000001622
9086	S000001622
5473	S000001623
5874	S000001624
7669	S000001625
9920	S000001625
6286	S000001625
5951	S000001625
7461	S000001625
9749	S000001626
8626	S000001626
9524	S000001626
7848	S000001626
7547	S000001626
9540	S000001626
9060	S000001626
8054	S000001627
7975	S000001627
8557	S000001627
9749	S000001628
9193	S000001628
9291	S000001628
9133	S000001628
9199	S000001628
8464	S000001628
5928	S000001628
8477	S000001628
8472	S000001628
9713	S000001628
9920	S000001628
7808	S000001628
9211	S000001628
8424	S000001628
9212	S000001628
8598	S000001628
6820	S000001628
8480	S000001628
6790	S000001629
7915	S000001629
6292	S000001629
6790	S000001630
6292	S000001630
8091	S000001631
6489	S000001631
5873	S000001631
5874	S000001631
5266	S000001632
5780	S000001632
5762	S000001633
5577	S000001633
9193	S000001635
9920	S000001635
7392	S000001635
8234	S000001635
6721	S000001637
8994	S000001638
6988	S000001638
6987	S000001638
6644	S000001638
6641	S000001638
6328	S000001638
6929	S000001638
5557	S000001638
6307	S000001638
5318	S000001640
9749	S000001642
8521	S000001642
6876	S000001642
7719	S000001642
9776	S000001643
5585	S000001643
7114	S000001644
7853	S000001644
9304	S000001644
8487	S000001644
5573	S000001645
5070	S000001646
9780	S000001646
5781	S000001647
8135	S000001649
6237	S000001649
6542	S000001649
7218	S000001650
6422	S000001650
8160	S000001650
6889	S000001650
8070	S000001650
7746	S000001650
7896	S000001650
5476	S000001651
8817	S000001651
5099	S000001653
9193	S000001654
9540	S000001654
7301	S000001654
7716	S000001654
7875	S000001654
8487	S000001654
8947	S000001655
7671	S000001655
6531	S000001655
9335	S000001655
8441	S000001655
9291	S000001655
9295	S000001655
9013	S000001655
8667	S000001655
8668	S000001655
9920	S000001655
9081	S000001655
8949	S000001656
7685	S000001656
7552	S000001656
9597	S000001656
7789	S000001656
9177	S000001656
9105	S000001656
9025	S000001656
9535	S000001656
7951	S000001656
9450	S000001656
8813	S000001656
8102	S000001656
8587	S000001656
9385	S000001656
8393	S000001656
5244	S000001657
7323	S000001658
5523	S000001658
8626	S000001659
6259	S000001659
9030	S000001659
8628	S000001659
8627	S000001659
7716	S000001659
7059	S000001661
6440	S000001661
8941	S000001662
8940	S000001662
8296	S000001662
5693	S000001662
8780	S000001662
7928	S000001662
8228	S000001662
8159	S000001662
9651	S000001662
9250	S000001663
9519	S000001663
9816	S000001663
9249	S000001663
9538	S000001663
9533	S000001663
9524	S000001663
9503	S000001663
9500	S000001663
9505	S000001663
9389	S000001663
9550	S000001663
9239	S000001663
9051	S000001663
9238	S000001663
9587	S000001663
9615	S000001663
9538	S000001664
7989	S000001664
7844	S000001664
8998	S000001664
9597	S000001664
8693	S000001664
8813	S000001664
8102	S000001664
9615	S000001664
9385	S000001664
8719	S000001665
7142	S000001665
8073	S000001665
7413	S000001665
8296	S000001666
5693	S000001666
7541	S000001667
9568	S000001667
7364	S000001667
5222	S000001667
7642	S000001667
8521	S000001668
8520	S000001668
6750	S000001668
9713	S000001668
8668	S000001668
7307	S000001668
8921	S000001668
8515	S000001668
9073	S000001668
8960	S000001668
8219	S000001668
8103	S000001668
9081	S000001668
8898	S000001669
7482	S000001669
8376	S000001669
8581	S000001669
5304	S000001671
5299	S000001672
9306	S000001673
8764	S000001673
9427	S000001673
9496	S000001673
9204	S000001673
7719	S000001673
9470	S000001673
9304	S000001673
9265	S000001673
7519	S000001674
6346	S000001674
5945	S000001674
8719	S000001675
5561	S000001675
5857	S000001676
5858	S000001676
7053	S000001676
6232	S000001676
8503	S000001678
7538	S000001678
8868	S000001678
9597	S000001678
5067	S000001678
7802	S000001678
7152	S000001678
7286	S000001678
8104	S000001678
7896	S000001678
6949	S000001678
9592	S000001679
8841	S000001679
6462	S000001679
9568	S000001679
9015	S000001679
9338	S000001679
8226	S000001679
5898	S000001679
7216	S000001680
7324	S000001680
7325	S000001680
7323	S000001680
8448	S000001680
7998	S000001680
7038	S000001680
6279	S000001680
7273	S000001681
7274	S000001681
7287	S000001681
7503	S000001681
5165	S000001684
8090	S000001686
8635	S000001686
7832	S000001686
6238	S000001686
8765	S000001686
7792	S000001686
9554	S000001686
5964	S000001686
8651	S000001686
6292	S000001686
6026	S000001686
9278	S000001686
7388	S000001686
7716	S000001686
8189	S000001686
6122	S000001686
8487	S000001686
7165	S000001687
5918	S000001687
8756	S000001687
5783	S000001687
5572	S000001687
9430	S000001688
5676	S000001688
5678	S000001688
7178	S000001688
7828	S000001688
9092	S000001688
6365	S000001689
7554	S000001689
8477	S000001689
9212	S000001689
5885	S000001689
7290	S000001690
7226	S000001690
6272	S000001691
7614	S000001691
6551	S000001691
5669	S000001692
9920	S000001692
8488	S000001692
6548	S000001692
6977	S000001693
7810	S000001693
7449	S000001693
8715	S000001694
7816	S000001694
9920	S000001694
7724	S000001694
8013	S000001695
6963	S000001695
5512	S000001695
8896	S000001695
8073	S000001695
5573	S000001695
8205	S000001696
8712	S000001696
9920	S000001696
8424	S000001696
6614	S000001696
8341	S000001696
7247	S000001696
6818	S000001697
9039	S000001697
7289	S000001697
6621	S000001697
8774	S000001697
9657	S000001697
9086	S000001697
6931	S000001698
5908	S000001698
7999	S000001699
5559	S000001699
6060	S000001699
5471	S000001700
7766	S000001700
9920	S000001700
5277	S000001701
7330	S000001703
7150	S000001703
6926	S000001703
5570	S000001704
6689	S000001707
6169	S000001707
5906	S000001707
5905	S000001707
6497	S000001707
8841	S000001709
9180	S000001709
8042	S000001709
7943	S000001709
9015	S000001709
9047	S000001709
9676	S000001709
9096	S000001709
9650	S000001709
9301	S000001709
8959	S000001709
9540	S000001710
7286	S000001710
6614	S000001710
6954	S000001710
8956	S000001710
8957	S000001710
6793	S000001714
7218	S000001714
7824	S000001714
8070	S000001714
8626	S000001715
7555	S000001715
6259	S000001715
9030	S000001715
9496	S000001715
8628	S000001715
9064	S000001715
8806	S000001716
7307	S000001716
8924	S000001716
9047	S000001716
7605	S000001716
9207	S000001716
9830	S000001716
6010	S000001716
8876	S000001716
8557	S000001716
9152	S000001717
6022	S000001717
9713	S000001718
7838	S000001718
7352	S000001718
8061	S000001719
6278	S000001719
5277	S000001720
8205	S000001722
7987	S000001722
7390	S000001722
9568	S000001722
5251	S000001722
8891	S000001722
7389	S000001722
6314	S000001722
7260	S000001724
5923	S000001724
8331	S000001724
6133	S000001724
8280	S000001726
5444	S000001726
7696	S000001727
8032	S000001727
8765	S000001727
8764	S000001727
8896	S000001727
6654	S000001727
8780	S000001727
9496	S000001727
9168	S000001727
9650	S000001727
9651	S000001727
8023	S000001728
8475	S000001728
8493	S000001728
8780	S000001728
9046	S000001728
8227	S000001728
7733	S000001728
9496	S000001728
5111	S000001729
7552	S000001730
9597	S000001730
9535	S000001730
8587	S000001730
6778	S000001732
9486	S000001732
9013	S000001732
8078	S000001732
8799	S000001732
8648	S000001732
9072	S000001732
9079	S000001732
9081	S000001732
7466	S000001732
8054	S000001733
9920	S000001733
7975	S000001733
8557	S000001733
8949	S000001734
7680	S000001734
9403	S000001734
5886	S000001734
9344	S000001735
7203	S000001735
9780	S000001735
8520	S000001736
7833	S000001736
8870	S000001736
8509	S000001736
7802	S000001736
9158	S000001736
9282	S000001736
8243	S000001736
7275	S000001736
8510	S000001736
8236	S000001736
9559	S000001737
7833	S000001737
8870	S000001737
7802	S000001737
9282	S000001737
8243	S000001737
8785	S000001737
7897	S000001737
9830	S000001737
8236	S000001737
8941	S000001738
8766	S000001738
8296	S000001738
8765	S000001738
6257	S000001738
9071	S000001738
8159	S000001738
9168	S000001738
9650	S000001738
9651	S000001738
6760	S000001739
6535	S000001739
8073	S000001739
7740	S000001739
5549	S000001742
8442	S000001742
7404	S000001742
6626	S000001742
8487	S000001742
5629	S000001743
8737	S000001743
6516	S000001744
7962	S000001744
8676	S000001744
8550	S000001744
6971	S000001745
7067	S000001745
9668	S000001745
6920	S000001745
8582	S000001745
7970	S000001746
7257	S000001746
7258	S000001746
7259	S000001746
5524	S000001746
8090	S000001747
5677	S000001747
8112	S000001747
8298	S000001747
9920	S000001747
8069	S000001747
6626	S000001747
7875	S000001747
6647	S000001748
8124	S000001749
6647	S000001749
8514	S000001749
7958	S000001749
9780	S000001749
8822	S000001749
5328	S000001750
8473	S000001750
9475	S000001750
8966	S000001750
7469	S000001750
7249	S000001753
7857	S000001754
8867	S000001754
7155	S000001754
8755	S000001754
8654	S000001754
9112	S000001754
9780	S000001754
8822	S000001754
5578	S000001755
8090	S000001756
8023	S000001756
9523	S000001756
9344	S000001756
8037	S000001756
9136	S000001756
9366	S000001756
7454	S000001756
7701	S000001756
8083	S000001756
8563	S000001756
7757	S000001756
8284	S000001756
7604	S000001756
5578	S000001756
9830	S000001756
8580	S000001756
6240	S000001758
5978	S000001758
9073	S000001758
5886	S000001758
5810	S000001759
8755	S000001759
9780	S000001759
6978	S000001761
5257	S000001761
8301	S000001762
7321	S000001762
9152	S000001762
8883	S000001762
9668	S000001762
8791	S000001762
7465	S000001762
7857	S000001763
8442	S000001763
8867	S000001763
8289	S000001763
6882	S000001763
9289	S000001763
8755	S000001763
5799	S000001763
9112	S000001763
9064	S000001763
9470	S000001763
9780	S000001763
8779	S000001763
6550	S000001764
9323	S000001765
9519	S000001765
9249	S000001765
9538	S000001765
9241	S000001765
9335	S000001765
8748	S000001765
9483	S000001765
9486	S000001765
9503	S000001765
9500	S000001765
9505	S000001765
7848	S000001765
8687	S000001765
8289	S000001765
7557	S000001765
8983	S000001765
9561	S000001765
9389	S000001765
7967	S000001765
9177	S000001765
8416	S000001765
9127	S000001765
9239	S000001765
9225	S000001765
8912	S000001765
9072	S000001765
9235	S000001765
8620	S000001765
6624	S000001765
8977	S000001765
9615	S000001765
7466	S000001765
8835	S000001766
8503	S000001766
5846	S000001766
7983	S000001766
8442	S000001766
9526	S000001766
8866	S000001766
8867	S000001766
6647	S000001766
8510	S000001766
8342	S000001766
7958	S000001766
9064	S000001766
9780	S000001766
7876	S000001766
8822	S000001766
8001	S000001766
8711	S000001767
9550	S000001767
8756	S000001767
7355	S000001767
8656	S000001767
9587	S000001767
9524	S000001768
8459	S000001768
9564	S000001768
7574	S000001768
8275	S000001769
6471	S000001769
8282	S000001770
7864	S000001770
8806	S000001770
9559	S000001770
9776	S000001770
9920	S000001770
6841	S000001770
6420	S000001771
9373	S000001771
7260	S000001773
6778	S000001773
5243	S000001773
7775	S000001773
8085	S000001773
7800	S000001773
7154	S000001773
8648	S000001773
8331	S000001773
8510	S000001773
7655	S000001773
7511	S000001774
6349	S000001774
6436	S000001775
9046	S000001775
8280	S000001776
6984	S000001776
8765	S000001776
9165	S000001776
7438	S000001776
9651	S000001776
7750	S000001777
5690	S000001777
5955	S000001777
6858	S000001777
9920	S000001779
5727	S000001779
7053	S000001780
6240	S000001780
9289	S000001780
9158	S000001780
8021	S000001780
7834	S000001782
5806	S000001782
6670	S000001787
8947	S000001789
8110	S000001789
9533	S000001789
9335	S000001789
8441	S000001789
9500	S000001789
9291	S000001789
9295	S000001789
9564	S000001789
9013	S000001789
9389	S000001789
8672	S000001789
9550	S000001789
8563	S000001789
8243	S000001789
8246	S000001789
8908	S000001789
9278	S000001789
9081	S000001789
8803	S000001790
8535	S000001790
8618	S000001790
8783	S000001790
8627	S000001790
8376	S000001790
6317	S000001790
9092	S000001790
8589	S000001790
9089	S000001790
9030	S000001791
6920	S000001791
8582	S000001791
6817	S000001792
5266	S000001792
5780	S000001792
7218	S000001793
6241	S000001793
8160	S000001793
8070	S000001793
9538	S000001794
7980	S000001794
7989	S000001794
9597	S000001794
9535	S000001794
8102	S000001794
9385	S000001794
6274	S000001796
7304	S000001796
7705	S000001796
5517	S000001798
9713	S000001798
9077	S000001798
6818	S000001799
8529	S000001799
6923	S000001799
7307	S000001799
9486	S000001800
7967	S000001800
9535	S000001800
8287	S000001800
9072	S000001800
6322	S000001800
9081	S000001800
8503	S000001801
8472	S000001801
8069	S000001801
6270	S000001801
8130	S000001801
7505	S000001801
9323	S000001802
9519	S000001802
9816	S000001802
9249	S000001802
5878	S000001802
8748	S000001802
