8774 (pp) S000005468,gene_association
5220 (pp) S000001953,gene_association
9835 (pp) 9681,parent_of
6726 (pp) S000003741,gene_association
6427 (pp) S000000600,gene_association
7645 (pp) S000000012,gene_association
8474 (pp) S000002435,gene_association
8438 (pp) S000004264,gene_association
5130 (pp) S000004482,gene_association
6241 (pp) S000005121,gene_association
8462 (pp) 7702,parent_of
5185 (pp) S000000026,gene_association
8116 (pp) 7475,parent_of
5555 (pp) S000003734,gene_association
7984 (pp) 7316,parent_of
7938 (pp) S000003653,gene_association
9668 (pp) S000000787,gene_association
8015 (pp) 7590,parent_of
7177 (pp) S000004927,gene_association
8482 (pp) S000002256,gene_association
7303 (pp) 7157,parent_of
8812 (pp) 8007,parent_of
9746 (pp) 9554,parent_of
8376 (pp) S000003803,gene_association
7699 (pp) S000000569,gene_association
5936 (pp) S000000110,gene_association
7658 (pp) S000000421,gene_association
6949 (pp) S000000295,gene_association
6983 (pp) 6480,parent_of
7980 (pp) S000003361,gene_association
7065 (pp) S000004228,gene_association
5396 (pp) S000000556,gene_association
8818 (pp) 8018,parent_of
6513 (pp) S000005042,gene_association
9529 (pp) 8652,parent_of
9673 (pp) 8932,parent_of
9451 (pp) 9038,parent_of
7093 (pp) S000000491,gene_association
8906 (pp) 8329,parent_of
6615 (pp) S000002133,gene_association
10001 (pp) 9970,parent_of
9148 (pp) 8608,parent_of
6967 (pp) 6305,parent_of
9941 (pp) 9937,parent_of
5776 (pp) S000004236,gene_association
8963 (pp) 7949,parent_of
7069 (pp) 6727,parent_of
8966 (pp) S000004101,gene_association
7328 (pp) 6833,parent_of
6069 (pp) S000002159,gene_association
6551 (pp) S000004898,gene_association
6848 (pp) S000000043,gene_association
7629 (pp) 6676,parent_of
5907 (pp) S000001037,gene_association
7863 (pp) S000002391,gene_association
9827 (pp) 9488,parent_of
5271 (pp) S000006013,gene_association
8654 (pp) S000002359,gene_association
9238 (pp) S000004157,gene_association
9551 (pp) 9089,parent_of
6151 (pp) S000006282,gene_association
5452 (pp) S000005775,gene_association
8459 (pp) S000005604,gene_association
9942 (pp) 9902,parent_of
6412 (pp) 5647,parent_of
7848 (pp) S000006160,gene_association
7809 (pp) S000000507,gene_association
7175 (pp) 6431,parent_of
8593 (pp) 7546,parent_of
6825 (pp) S000002567,gene_association
7444 (pp) S000004833,gene_association
6436 (pp) S000001775,gene_association
7632 (pp) 6655,parent_of
6797 (pp) S000005715,gene_association
6213 (pp) 6119,parent_of
9816 (pp) S000006141,gene_association
9174 (pp) 8980,parent_of
5387 (pp) 5201,parent_of
5596 (pp) S000002442,gene_association
6661 (pp) S000003605,gene_association
9321 (pp) 8416,parent_of
7048 (pp) 5656,parent_of
7859 (pp) 6764,parent_of
6232 (pp) S000005884,gene_association
9701 (pp) 9457,parent_of
9610 (pp) 9474,parent_of
6387 (pp) S000000062,gene_association
6036 (pp) 5665,parent_of
5454 (pp) S000004677,gene_association
7727 (pp) S000002641,gene_association
9627 (pp) 9183,parent_of
7173 (pp) S000000485,gene_association
5919 (pp) S000005803,gene_association
5241 (pp) S000003562,gene_association
5395 (pp) S000000500,gene_association
7569 (pp) 6959,parent_of
9703 (pp) 9118,parent_of
7059 (pp) S000002672,gene_association
9253 (pp) 8347,parent_of
9896 (pp) 9789,parent_of
5502 (pp) S000005881,gene_association
7850 (pp) 6526,parent_of
8822 (pp) S000004155,gene_association
9918 (pp) 8874,parent_of
7602 (pp) S000001418,gene_association
9780 (pp) S000003341,gene_association
7488 (pp) S000003202,gene_association
7251 (pp) S000003230,gene_association
5150 (pp) S000001070,gene_association
6301 (pp) S000004288,gene_association
8500 (pp) S000005868,gene_association
6503 (pp) S000004153,gene_association
8651 (pp) S000004630,gene_association
9561 (pp) S000000385,gene_association
8597 (pp) 7782,parent_of
7770 (pp) S000001524,gene_association
