"SUID","canonicalName","Edge_conflicts","interaction","name","NeXO relation type","selected","shared interaction","shared name"
"42040","9047 (4) S000004975","","4","9047 (4) S000004975","additional_gene_association","false","4","9047 (4) S000004975"
"9706","9521 (pp) 8619","perfect","pp","9521 (pp) 8619","parent_of","false","pp","9521 (pp) 8619"
"39033","7740 (2) S000001957","","2","7740 (2) S000001957","additional_gene_association","false","2","7740 (2) S000001957"
"10816","8136 (pp) 7092","","pp","8136 (pp) 7092","parent_of","false","pp","8136 (pp) 7092"
"41024","9550 (4) S000001246","","4","9550 (4) S000001246","additional_gene_association","false","4","9550 (4) S000001246"
"33424","9500 (4) S000002240","","4","9500 (4) S000002240","additional_gene_association","false","4","9500 (4) S000002240"
"26208","9535 (2) S000005732","","2","9535 (2) S000005732","additional_gene_association","false","2","9535 (2) S000005732"
"37873","7371 (2) S000000024","","2","7371 (2) S000000024","additional_gene_association","false","2","7371 (2) S000000024"
"11807","6310 (pp) S000005253","","pp","6310 (pp) S000005253","gene_association","false","pp","6310 (pp) S000005253"
"35864","8606 (2) S000001197","","2","8606 (2) S000001197","additional_gene_association","false","2","8606 (2) S000001197"
"28576","9081 (2) S000001732","","2","9081 (2) S000001732","additional_gene_association","false","2","9081 (2) S000001732"
"11333","6274 (pp) S000004787","","pp","6274 (pp) S000004787","gene_association","false","pp","6274 (pp) S000004787"
"41697","8510 (2) S000003367","","2","8510 (2) S000003367","additional_gene_association","false","2","8510 (2) S000003367"
"36572","9050 (2) S000006027","","2","9050 (2) S000006027","additional_gene_association","false","2","9050 (2) S000006027"
"39389","7397 (2) S000004821","","2","7397 (2) S000004821","additional_gene_association","false","2","7397 (2) S000004821"
"42233","8190 (2) S000001047","","2","8190 (2) S000001047","additional_gene_association","false","2","8190 (2) S000001047"
"40966","8102 (2) S000000815","","2","8102 (2) S000000815","additional_gene_association","false","2","8102 (2) S000000815"
"24050","8755 (2) S000003750","","2","8755 (2) S000003750","additional_gene_association","false","2","8755 (2) S000003750"
"13646","9894 (pp) 9746","perfect","pp","9894 (pp) 9746","parent_of","false","pp","9894 (pp) 9746"
"36913","8557 (4) S000004061","","4","8557 (4) S000004061","additional_gene_association","false","4","8557 (4) S000004061"
"34163","8296 (2) S000005533","","2","8296 (2) S000005533","additional_gene_association","false","2","8296 (2) S000005533"
"31930","8866 (2) S000004702","","2","8866 (2) S000004702","additional_gene_association","false","2","8866 (2) S000004702"
"9734","5099 (pp) S000001653","","pp","5099 (pp) S000001653","gene_association","false","pp","5099 (pp) S000001653"
"42161","9592 (4) S000005596","","4","9592 (4) S000005596","additional_gene_association","false","4","9592 (4) S000005596"
"42625","9064 (2) S000003475","","2","9064 (2) S000003475","additional_gene_association","false","2","9064 (2) S000003475"
"34822","8442 (2) S000001742","","2","8442 (2) S000001742","additional_gene_association","false","2","8442 (2) S000001742"
"13044","8986 (pp) 8717","","pp","8986 (pp) 8717","parent_of","false","pp","8986 (pp) 8717"
"12639","6550 (pp) S000001764","","pp","6550 (pp) S000001764","gene_association","false","pp","6550 (pp) S000001764"
"11978","9400 (pp) S000000245","","pp","9400 (pp) S000000245","gene_association","false","pp","9400 (pp) S000000245"
"10312","5744 (pp) 5615","","pp","5744 (pp) 5615","parent_of","false","pp","5744 (pp) 5615"
"31550","8033 (2) S000001492","","2","8033 (2) S000001492","additional_gene_association","false","2","8033 (2) S000001492"
"23402","8114 (2) S000001273","","2","8114 (2) S000001273","additional_gene_association","false","2","8114 (2) S000001273"
"42878","7943 (2) S000002235","","2","7943 (2) S000002235","additional_gene_association","false","2","7943 (2) S000002235"
"31050","9013 (2) S000004187","","2","9013 (2) S000004187","additional_gene_association","false","2","9013 (2) S000004187"
"31818","5753 (2) S000004621","","2","5753 (2) S000004621","additional_gene_association","false","2","5753 (2) S000004621"
"40927","8303 (2) S000004849","","2","8303 (2) S000004849","additional_gene_association","false","2","8303 (2) S000004849"
"22299","6518 (2) S000000927","","2","6518 (2) S000000927","additional_gene_association","false","2","6518 (2) S000000927"
"13469","9981 (pp) 9744","perfect","pp","9981 (pp) 9744","parent_of","false","pp","9981 (pp) 9744"
"15010","7574 (pp) S000001768","","pp","7574 (pp) S000001768","gene_association","false","pp","7574 (pp) S000001768"
"38323","5831 (2) S000005182","","2","5831 (2) S000005182","additional_gene_association","false","2","5831 (2) S000005182"
"32023","9776 (4) S000004470","","4","9776 (4) S000004470","additional_gene_association","false","4","9776 (4) S000004470"
"29189","9105 (2) S000001077","","2","9105 (2) S000001077","additional_gene_association","false","2","9105 (2) S000001077"
"9463","6218 (pp) 5292","","pp","6218 (pp) 5292","parent_of","false","pp","6218 (pp) 5292"
"33599","9505 (4) S000002879","","4","9505 (4) S000002879","additional_gene_association","false","4","9505 (4) S000002879"
"11796","5208 (pp) 5109","","pp","5208 (pp) 5109","parent_of","false","pp","5208 (pp) 5109"
"29525","8284 (2) S000003175","","2","8284 (2) S000003175","additional_gene_association","false","2","8284 (2) S000003175"
"39435","9094 (2) S000004975","","2","9094 (2) S000004975","additional_gene_association","false","2","9094 (2) S000004975"
"35815","8236 (4) S000000064","","4","8236 (4) S000000064","additional_gene_association","false","4","8236 (4) S000000064"
"10352","5643 (pp) S000000552","","pp","5643 (pp) S000000552","gene_association","false","pp","5643 (pp) S000000552"
"21373","9133 (4) S000000763","","4","9133 (4) S000000763","additional_gene_association","false","4","9133 (4) S000000763"
"39858","6822 (2) S000004204","","2","6822 (2) S000004204","additional_gene_association","false","2","6822 (2) S000004204"
"43387","8766 (2) S000000886","","2","8766 (2) S000000886","additional_gene_association","false","2","8766 (2) S000000886"
"17064","5214 (pp) S000004780","","pp","5214 (pp) S000004780","gene_association","false","pp","5214 (pp) S000004780"
"15268","7658 (pp) S000001214","","pp","7658 (pp) S000001214","gene_association","false","pp","7658 (pp) S000001214"
"16789","9499 (pp) 8914","","pp","9499 (pp) 8914","parent_of","false","pp","9499 (pp) 8914"
"14849","6110 (pp) 5523","","pp","6110 (pp) 5523","parent_of","false","pp","6110 (pp) 5523"
"43028","8417 (2) S000002801","","2","8417 (2) S000002801","additional_gene_association","false","2","8417 (2) S000002801"
"14867","9149 (pp) S000000174","","pp","9149 (pp) S000000174","gene_association","false","pp","9149 (pp) S000000174"
"30303","7274 (2) S000004729","","2","7274 (2) S000004729","additional_gene_association","false","2","7274 (2) S000004729"
"33227","9508 (4) S000002767","","4","9508 (4) S000002767","additional_gene_association","false","4","9508 (4) S000002767"
"22898","6387 (2) S000001467","","2","6387 (2) S000001467","additional_gene_association","false","2","6387 (2) S000001467"
"14382","7130 (pp) S000006147","","pp","7130 (pp) S000006147","gene_association","false","pp","7130 (pp) S000006147"
"38261","9292 (2) S000004886","","2","9292 (2) S000004886","additional_gene_association","false","2","9292 (2) S000004886"
"34940","7352 (2) S000005868","","2","7352 (2) S000005868","additional_gene_association","false","2","7352 (2) S000005868"
"38883","9241 (2) S000004325","","2","9241 (2) S000004325","additional_gene_association","false","2","9241 (2) S000004325"
"33442","9127 (4) S000003726","","4","9127 (4) S000003726","additional_gene_association","false","4","9127 (4) S000003726"
"22695","9344 (2) S000004850","","2","9344 (2) S000004850","additional_gene_association","false","2","9344 (2) S000004850"
"42800","6820 (2) S000001269","","2","6820 (2) S000001269","additional_gene_association","false","2","6820 (2) S000001269"
"43515","8780 (2) S000005378","","2","8780 (2) S000005378","additional_gene_association","false","2","8780 (2) S000005378"
"11139","6841 (pp) S000000863","","pp","6841 (pp) S000000863","gene_association","false","pp","6841 (pp) S000000863"
"11038","6738 (pp) 6523","","pp","6738 (pp) 6523","parent_of","false","pp","6738 (pp) 6523"
"15331","6655 (pp) S000001152","","pp","6655 (pp) S000001152","gene_association","false","pp","6655 (pp) S000001152"
"29135","9105 (4) S000003306","","4","9105 (4) S000003306","additional_gene_association","false","4","9105 (4) S000003306"
"31948","8866 (2) S000003486","","2","8866 (2) S000003486","additional_gene_association","false","2","8866 (2) S000003486"
"18329","8802 (1) 8877","","1","8802 (1) 8877","additional_parent_of","false","1","8802 (1) 8877"
"19027","6736 (1) 8515","","1","6736 (1) 8515","additional_parent_of","false","1","6736 (1) 8515"
"24433","7919 (2) S000003149","","2","7919 (2) S000003149","additional_gene_association","false","2","7919 (2) S000003149"
"37421","9483 (4) S000002241","","4","9483 (4) S000002241","additional_gene_association","false","4","9483 (4) S000002241"
"30479","9475 (4) S000000143","","4","9475 (4) S000000143","additional_gene_association","false","4","9475 (4) S000000143"
"29017","9920 (2) S000005289","","2","9920 (2) S000005289","additional_gene_association","false","2","9920 (2) S000005289"
"38097","8308 (2) S000002103","","2","8308 (2) S000002103","additional_gene_association","false","2","8308 (2) S000002103"
"35634","9351 (2) S000005653","","2","9351 (2) S000005653","additional_gene_association","false","2","9351 (2) S000005653"
"13701","6518 (pp) S000003300","","pp","6518 (pp) S000003300","gene_association","false","pp","6518 (pp) S000003300"
"23855","8309 (2) S000004599","","2","8309 (2) S000004599","additional_gene_association","false","2","8309 (2) S000004599"
"11557","9900 (pp) 9747","perfect","pp","9900 (pp) 9747","parent_of","false","pp","9900 (pp) 9747"
"35687","9587 (4) S000003884","","4","9587 (4) S000003884","additional_gene_association","false","4","9587 (4) S000003884"
"39398","7397 (2) S000005949","","2","7397 (2) S000005949","additional_gene_association","false","2","7397 (2) S000005949"
"41226","9749 (2) S000003962","","2","9749 (2) S000003962","additional_gene_association","false","2","9749 (2) S000003962"
"22867","6681 (2) S000001297","","2","6681 (2) S000001297","additional_gene_association","false","2","6681 (2) S000001297"
"42864","7943 (2) S000005289","","2","7943 (2) S000005289","additional_gene_association","false","2","7943 (2) S000005289"
"41183","9749 (2) S000001924","","2","9749 (2) S000001924","additional_gene_association","false","2","9749 (2) S000001924"
"16141","6266 (pp) 5938","","pp","6266 (pp) 5938","parent_of","false","pp","6266 (pp) 5938"
"28344","8924 (2) S000000127","","2","8924 (2) S000000127","additional_gene_association","false","2","8924 (2) S000000127"
"30212","8466 (2) S000002633","","2","8466 (2) S000002633","additional_gene_association","false","2","8466 (2) S000002633"
"40565","7463 (2) S000000514","","2","7463 (2) S000000514","additional_gene_association","false","2","7463 (2) S000000514"
"36279","8228 (2) S000000313","","2","8228 (2) S000000313","additional_gene_association","false","2","8228 (2) S000000313"
"27084","8500 (2) S000006314","","2","8500 (2) S000006314","additional_gene_association","false","2","8500 (2) S000006314"
"11326","6273 (pp) S000002449","","pp","6273 (pp) S000002449","gene_association","false","pp","6273 (pp) S000002449"
"22720","8881 (2) S000003793","","2","8881 (2) S000003793","additional_gene_association","false","2","8881 (2) S000003793"
"9720","9076 (pp) S000005242","","pp","9076 (pp) S000005242","gene_association","false","pp","9076 (pp) S000005242"
"17357","8598 (pp) S000006312","","pp","8598 (pp) S000006312","gene_association","false","pp","8598 (pp) S000006312"
"25663","8962 (2) S000005373","","2","8962 (2) S000005373","additional_gene_association","false","2","8962 (2) S000005373"
"28294","8219 (4) S000000299","","4","8219 (4) S000000299","additional_gene_association","false","4","8219 (4) S000000299"
"34572","9486 (2) S000001052","","2","9486 (2) S000001052","additional_gene_association","false","2","9486 (2) S000001052"
"12439","9652 (pp) 7987","","pp","9652 (pp) 7987","parent_of","false","pp","9652 (pp) 7987"
"24558","8912 (4) S000006141","","4","8912 (4) S000006141","additional_gene_association","false","4","8912 (4) S000006141"
"17781","5295 (pp) S000006224","","pp","5295 (pp) S000006224","gene_association","false","pp","5295 (pp) S000006224"
"37719","8626 (2) S000002916","","2","8626 (2) S000002916","additional_gene_association","false","2","8626 (2) S000002916"
"14368","5471 (pp) S000001700","","pp","5471 (pp) S000001700","gene_association","false","pp","5471 (pp) S000001700"
"40230","8876 (4) S000006439","","4","8876 (4) S000006439","additional_gene_association","false","4","8876 (4) S000006439"
"25250","9650 (4) S000003794","","4","9650 (4) S000003794","additional_gene_association","false","4","9650 (4) S000003794"
"16101","6615 (pp) S000002133","","pp","6615 (pp) S000002133","gene_association","false","pp","6615 (pp) S000002133"
"19910","5948 (2) S000000485","","2","5948 (2) S000000485","additional_gene_association","false","2","5948 (2) S000000485"
"22436","8785 (2) S000006382","","2","8785 (2) S000006382","additional_gene_association","false","2","8785 (2) S000006382"
"37255","7922 (4) S000000490","","4","7922 (4) S000000490","additional_gene_association","false","4","7922 (4) S000000490"
"15429","7380 (pp) S000005012","","pp","7380 (pp) S000005012","gene_association","false","pp","7380 (pp) S000005012"
"26774","9039 (2) S000001697","","2","9039 (2) S000001697","additional_gene_association","false","2","9039 (2) S000001697"
"42946","8414 (2) S000000568","","2","8414 (2) S000000568","additional_gene_association","false","2","8414 (2) S000000568"
"26317","9533 (4) S000005005","","4","9533 (4) S000005005","additional_gene_association","false","4","9533 (4) S000005005"
"10339","5633 (pp) 5373","","pp","5633 (pp) 5373","parent_of","false","pp","5633 (pp) 5373"
"35818","8236 (4) S000003213","","4","8236 (4) S000003213","additional_gene_association","false","4","8236 (4) S000003213"
"35352","8992 (2) S000002510","","2","8992 (2) S000002510","additional_gene_association","false","2","8992 (2) S000002510"
"39552","9015 (2) S000002731","","2","9015 (2) S000002731","additional_gene_association","false","2","9015 (2) S000002731"
"38755","9538 (2) S000005294","","2","9538 (2) S000005294","additional_gene_association","false","2","9538 (2) S000005294"
"41176","9749 (2) S000004121","","2","9749 (2) S000004121","additional_gene_association","false","2","9749 (2) S000004121"
"41727","8514 (2) S000006354","","2","8514 (2) S000006354","additional_gene_association","false","2","8514 (2) S000006354"
"36092","9291 (4) S000005837","","4","9291 (4) S000005837","additional_gene_association","false","4","9291 (4) S000005837"
"39079","5567 (2) S000002621","","2","5567 (2) S000002621","additional_gene_association","false","2","5567 (2) S000002621"
"39135","6616 (2) S000003105","","2","6616 (2) S000003105","additional_gene_association","false","2","6616 (2) S000003105"
"35742","9587 (2) S000002319","","2","9587 (2) S000002319","additional_gene_association","false","2","9587 (2) S000002319"
"23970","8893 (2) S000002320","","2","8893 (2) S000002320","additional_gene_association","false","2","8893 (2) S000002320"
"24113","9323 (4) S000006064","","4","9323 (4) S000006064","additional_gene_association","false","4","9323 (4) S000006064"
"13897","8593 (pp) 7546","","pp","8593 (pp) 7546","parent_of","false","pp","8593 (pp) 7546"
"38141","5666 (2) S000003842","","2","5666 (2) S000003842","additional_gene_association","false","2","5666 (2) S000003842"
"13531","7339 (pp) S000000691","","pp","7339 (pp) S000000691","gene_association","false","pp","7339 (pp) S000000691"
"41618","5774 (4) S000003882","","4","5774 (4) S000003882","additional_gene_association","false","4","5774 (4) S000003882"
"36426","9615 (4) S000002104","","4","9615 (4) S000002104","additional_gene_association","false","4","9615 (4) S000002104"
"28974","9920 (2) S000001692","","2","9920 (2) S000001692","additional_gene_association","false","2","9920 (2) S000001692"
"21774","9494 (4) S000005194","","4","9494 (4) S000005194","additional_gene_association","false","4","9494 (4) S000005194"
"30831","6033 (2) S000005331","","2","6033 (2) S000005331","additional_gene_association","false","2","6033 (2) S000005331"
"26413","8260 (2) S000000130","","2","8260 (2) S000000130","additional_gene_association","false","2","8260 (2) S000000130"
"34742","7685 (2) S000002786","","2","7685 (2) S000002786","additional_gene_association","false","2","7685 (2) S000002786"
"12462","8410 (pp) S000005670","","pp","8410 (pp) S000005670","gene_association","false","pp","8410 (pp) S000005670"
"23797","8398 (4) S000004593","","4","8398 (4) S000004593","additional_gene_association","false","4","8398 (4) S000004593"
"23883","8940 (2) S000003659","","2","8940 (2) S000003659","additional_gene_association","false","2","8940 (2) S000003659"
"16770","5243 (pp) S000004013","","pp","5243 (pp) S000004013","gene_association","false","pp","5243 (pp) S000004013"
"18050","5905 (pp) S000001707","","pp","5905 (pp) S000001707","gene_association","false","pp","5905 (pp) S000001707"
"17136","9782 (pp) 9499","perfect","pp","9782 (pp) 9499","parent_of","false","pp","9782 (pp) 9499"
"33646","9505 (4) S000005839","","4","9505 (4) S000005839","additional_gene_association","false","4","9505 (4) S000005839"
"25003","6556 (2) S000001039","","2","6556 (2) S000001039","additional_gene_association","false","2","6556 (2) S000001039"
"11020","6733 (pp) S000003865","","pp","6733 (pp) S000003865","gene_association","false","pp","6733 (pp) S000003865"
"27942","6290 (2) S000002789","","2","6290 (2) S000002789","additional_gene_association","false","2","6290 (2) S000002789"
"34094","7185 (2) S000001449","","2","7185 (2) S000001449","additional_gene_association","false","2","7185 (2) S000001449"
"32102","9657 (2) S000003434","","2","9657 (2) S000003434","additional_gene_association","false","2","9657 (2) S000003434"
"32872","8719 (2) S000006187","","2","8719 (2) S000006187","additional_gene_association","false","2","8719 (2) S000006187"
"16784","8127 (pp) 6924","perfect","pp","8127 (pp) 6924","parent_of","false","pp","8127 (pp) 6924"
"16751","7484 (pp) S000000379","","pp","7484 (pp) S000000379","gene_association","false","pp","7484 (pp) S000000379"
"38680","9538 (4) S000004398","","4","9538 (4) S000004398","additional_gene_association","false","4","9538 (4) S000004398"
"22543","8668 (2) S000001655","","2","8668 (2) S000001655","additional_gene_association","false","2","8668 (2) S000001655"
"16115","6897 (pp) S000005489","","pp","6897 (pp) S000005489","gene_association","false","pp","6897 (pp) S000005489"
"43010","7852 (2) S000003800","","2","7852 (2) S000003800","additional_gene_association","false","2","7852 (2) S000003800"
"10290","5678 (pp) S000000970","","pp","5678 (pp) S000000970","gene_association","false","pp","5678 (pp) S000000970"
"35155","8464 (2) S000002641","","2","8464 (2) S000002641","additional_gene_association","false","2","8464 (2) S000002641"
"38801","9120 (2) S000000235","","2","9120 (2) S000000235","additional_gene_association","false","2","9120 (2) S000000235"
"27998","9184 (2) S000004172","","2","9184 (2) S000004172","additional_gene_association","false","2","9184 (2) S000004172"
"19483","9559 (1) 8170","","1","9559 (1) 8170","additional_parent_of","false","1","9559 (1) 8170"
"30828","6322 (2) S000004882","","2","6322 (2) S000004882","additional_gene_association","false","2","6322 (2) S000004882"
"22516","9318 (2) S000006152","","2","9318 (2) S000006152","additional_gene_association","false","2","9318 (2) S000006152"
"12359","9067 (pp) 8160","","pp","9067 (pp) 8160","parent_of","false","pp","9067 (pp) 8160"
"14699","6660 (pp) S000000657","","pp","6660 (pp) S000000657","gene_association","false","pp","6660 (pp) S000000657"
"11821","6160 (pp) S000001140","","pp","6160 (pp) S000001140","gene_association","false","pp","6160 (pp) S000001140"
"26637","8530 (2) S000000364","","2","8530 (2) S000000364","additional_gene_association","false","2","8530 (2) S000000364"
"14988","9829 (pp) 9105","perfect","pp","9829 (pp) 9105","parent_of","false","pp","9829 (pp) 9105"
"24225","5760 (2) S000003563","","2","5760 (2) S000003563","additional_gene_association","false","2","5760 (2) S000003563"
"15454","5312 (pp) S000002554","","pp","5312 (pp) S000002554","gene_association","false","pp","5312 (pp) S000002554"
"33003","9524 (4) S000006138","","4","9524 (4) S000006138","additional_gene_association","false","4","9524 (4) S000006138"
"29641","9428 (2) S000003131","","2","9428 (2) S000003131","additional_gene_association","false","2","9428 (2) S000003131"
"41262","6209 (4) S000002706","","4","6209 (4) S000002706","additional_gene_association","false","4","6209 (4) S000002706"
"15129","8316 (pp) 6946","perfect","pp","8316 (pp) 6946","parent_of","false","pp","8316 (pp) 6946"
"29059","9920 (2) S000002419","","2","9920 (2) S000002419","additional_gene_association","false","2","9920 (2) S000002419"
"19183","9091 (1) 8534","","1","9091 (1) 8534","additional_parent_of","false","1","9091 (1) 8534"
"18422","7725 (1) 7838","","1","7725 (1) 7838","additional_parent_of","false","1","7725 (1) 7838"
"37470","6652 (2) S000001564","","2","6652 (2) S000001564","additional_gene_association","false","2","6652 (2) S000001564"
"33243","9503 (4) S000006052","","4","9503 (4) S000006052","additional_gene_association","false","4","9503 (4) S000006052"
"10962","6158 (pp) S000004299","","pp","6158 (pp) S000004299","gene_association","false","pp","6158 (pp) S000004299"
"27083","8500 (2) S000004883","","2","8500 (2) S000004883","additional_gene_association","false","2","8500 (2) S000004883"
"19623","8370 (1) 9676","","1","8370 (1) 9676","additional_parent_of","false","1","8370 (1) 9676"
"12160","7978 (pp) 7329","","pp","7978 (pp) 7329","parent_of","false","pp","7978 (pp) 7329"
"34388","6690 (2) S000005900","","2","6690 (2) S000005900","additional_gene_association","false","2","6690 (2) S000005900"
"24728","5967 (2) S000000598","","2","5967 (2) S000000598","additional_gene_association","false","2","5967 (2) S000000598"
"22776","9347 (4) S000005528","","4","9347 (4) S000005528","additional_gene_association","false","4","9347 (4) S000005528"
"40820","9207 (2) S000001905","","2","9207 (2) S000001905","additional_gene_association","false","2","9207 (2) S000001905"
"20093","9816 (4) S000002467","","4","9816 (4) S000002467","additional_gene_association","false","4","9816 (4) S000002467"
"38560","6260 (2) S000000612","","2","6260 (2) S000000612","additional_gene_association","false","2","6260 (2) S000000612"
"20465","8083 (2) S000005254","","2","8083 (2) S000005254","additional_gene_association","false","2","8083 (2) S000005254"
"39488","9037 (2) S000003461","","2","9037 (2) S000003461","additional_gene_association","false","2","9037 (2) S000003461"
"32002","9776 (2) S000006223","","2","9776 (2) S000006223","additional_gene_association","false","2","9776 (2) S000006223"
"34517","9486 (4) S000004380","","4","9486 (4) S000004380","additional_gene_association","false","4","9486 (4) S000004380"
"41440","8368 (2) S000002270","","2","8368 (2) S000002270","additional_gene_association","false","2","8368 (2) S000002270"
"30217","7800 (2) S000003316","","2","7800 (2) S000003316","additional_gene_association","false","2","7800 (2) S000003316"
"39460","8696 (2) S000006393","","2","8696 (2) S000006393","additional_gene_association","false","2","8696 (2) S000006393"
"29650","8472 (2) S000003054","","2","8472 (2) S000003054","additional_gene_association","false","2","8472 (2) S000003054"
"10569","8053 (pp) 7585","","pp","8053 (pp) 7585","parent_of","false","pp","8053 (pp) 7585"
"21894","9025 (4) S000002648","","4","9025 (4) S000002648","additional_gene_association","false","4","9025 (4) S000002648"
"31595","8688 (4) S000005730","","4","8688 (4) S000005730","additional_gene_association","false","4","8688 (4) S000005730"
"40458","7832 (2) S000000041","","2","7832 (2) S000000041","additional_gene_association","false","2","7832 (2) S000000041"
"16059","6178 (pp) 5862","","pp","6178 (pp) 5862","parent_of","false","pp","6178 (pp) 5862"
"9813","9969 (pp) 9555","","pp","9969 (pp) 9555","parent_of","false","pp","9969 (pp) 9555"
"33189","9508 (2) S000004676","","2","9508 (2) S000004676","additional_gene_association","false","2","9508 (2) S000004676"
"11499","8331 (pp) S000004183","","pp","8331 (pp) S000004183","gene_association","false","pp","8331 (pp) S000004183"
"29840","7635 (2) S000003206","","2","7635 (2) S000003206","additional_gene_association","false","2","7635 (2) S000003206"
"43162","6484 (2) S000004816","","2","6484 (2) S000004816","additional_gene_association","false","2","6484 (2) S000004816"
"32746","8715 (2) S000006098","","2","8715 (2) S000006098","additional_gene_association","false","2","8715 (2) S000006098"
"25785","9041 (4) S000000888","","4","9041 (4) S000000888","additional_gene_association","false","4","9041 (4) S000000888"
"18684","6441 (1) 9322","","1","6441 (1) 9322","additional_parent_of","false","1","6441 (1) 9322"
"24628","8977 (2) S000005400","","2","8977 (2) S000005400","additional_gene_association","false","2","8977 (2) S000005400"
"14843","6861 (pp) 5220","","pp","6861 (pp) 5220","parent_of","false","pp","6861 (pp) 5220"
"16260","9558 (pp) 8906","perfect","pp","9558 (pp) 8906","parent_of","false","pp","9558 (pp) 8906"
"38658","9249 (2) S000005481","","2","9249 (2) S000005481","additional_gene_association","false","2","9249 (2) S000005481"
"28506","8331 (2) S000003414","","2","8331 (2) S000003414","additional_gene_association","false","2","8331 (2) S000003414"
"37799","9430 (4) S000001325","","4","9430 (4) S000001325","additional_gene_association","false","4","9430 (4) S000001325"
"17513","7014 (pp) S000003093","","pp","7014 (pp) S000003093","gene_association","false","pp","7014 (pp) S000003093"
"33198","9508 (4) S000006050","","4","9508 (4) S000006050","additional_gene_association","false","4","9508 (4) S000006050"
"19666","9251 (1) 6948","","1","9251 (1) 6948","additional_parent_of","false","1","9251 (1) 6948"
"31854","7255 (2) S000000004","","2","7255 (2) S000000004","additional_gene_association","false","2","7255 (2) S000000004"
"19352","7746 (1) 7218","","1","7746 (1) 7218","additional_parent_of","false","1","7746 (1) 7218"
"25950","7330 (2) S000003039","","2","7330 (2) S000003039","additional_gene_association","false","2","7330 (2) S000003039"
"24419","6122 (2) S000006185","","2","6122 (2) S000006185","additional_gene_association","false","2","6122 (2) S000006185"
"39491","9037 (2) S000028423","","2","9037 (2) S000028423","additional_gene_association","false","2","9037 (2) S000028423"
"23555","6994 (2) S000000401","","2","6994 (2) S000000401","additional_gene_association","false","2","6994 (2) S000000401"
"19652","9257 (1) 8716","","1","9257 (1) 8716","additional_parent_of","false","1","9257 (1) 8716"
"32989","9524 (4) S000001663","","4","9524 (4) S000001663","additional_gene_association","false","4","9524 (4) S000001663"
"16574","7629 (pp) 7508","perfect","pp","7629 (pp) 7508","parent_of","false","pp","7629 (pp) 7508"
"11950","5704 (pp) S000004917","","pp","5704 (pp) S000004917","gene_association","false","pp","5704 (pp) S000004917"
"14566","8411 (pp) S000004683","","pp","8411 (pp) S000004683","gene_association","false","pp","8411 (pp) S000004683"
"23593","7178 (2) S000005794","","2","7178 (2) S000005794","additional_gene_association","false","2","7178 (2) S000005794"
"40636","9389 (2) S000005964","","2","9389 (2) S000005964","additional_gene_association","false","2","9389 (2) S000005964"
"23122","9289 (2) S000003353","","2","9289 (2) S000003353","additional_gene_association","false","2","9289 (2) S000003353"
"40686","9235 (4) S000005011","","4","9235 (4) S000005011","additional_gene_association","false","4","9235 (4) S000005011"
"41200","9749 (2) S000003723","","2","9749 (2) S000003723","additional_gene_association","false","2","9749 (2) S000003723"
"28561","7750 (2) S000003962","","2","7750 (2) S000003962","additional_gene_association","false","2","7750 (2) S000003962"
"12523","8969 (pp) S000005205","","pp","8969 (pp) S000005205","gene_association","false","pp","8969 (pp) S000005205"
"41756","8512 (2) S000006163","","2","8512 (2) S000006163","additional_gene_association","false","2","8512 (2) S000006163"
"40450","7832 (2) S000005762","","2","7832 (2) S000005762","additional_gene_association","false","2","7832 (2) S000005762"
"39689","8042 (2) S000002388","","2","8042 (2) S000002388","additional_gene_association","false","2","8042 (2) S000002388"
"22481","9318 (2) S000006348","","2","9318 (2) S000006348","additional_gene_association","false","2","9318 (2) S000006348"
"38436","7484 (2) S000000011","","2","7484 (2) S000000011","additional_gene_association","false","2","7484 (2) S000000011"
"24769","8587 (2) S000006386","","2","8587 (2) S000006386","additional_gene_association","false","2","8587 (2) S000006386"
"29695","7169 (2) S000003186","","2","7169 (2) S000003186","additional_gene_association","false","2","7169 (2) S000003186"
"42181","9592 (2) S000001856","","2","9592 (2) S000001856","additional_gene_association","false","2","9592 (2) S000001856"
"24051","8755 (2) S000004865","","2","8755 (2) S000004865","additional_gene_association","false","2","8755 (2) S000004865"
"33119","9076 (2) S000005145","","2","9076 (2) S000005145","additional_gene_association","false","2","9076 (2) S000005145"
"32452","9282 (2) S000003705","","2","9282 (2) S000003705","additional_gene_association","false","2","9282 (2) S000003705"
"27794","6902 (4) S000000009","","4","6902 (4) S000000009","additional_gene_association","false","4","6902 (4) S000000009"
"32361","9373 (2) S000003211","","2","9373 (2) S000003211","additional_gene_association","false","2","9373 (2) S000003211"
"40879","8764 (2) S000005660","","2","8764 (2) S000005660","additional_gene_association","false","2","8764 (2) S000005660"
"17023","6286 (pp) S000004608","","pp","6286 (pp) S000004608","gene_association","false","pp","6286 (pp) S000004608"
"40346","8627 (2) S000000788","","2","8627 (2) S000000788","additional_gene_association","false","2","8627 (2) S000000788"
"29529","8284 (2) S000004284","","2","8284 (2) S000004284","additional_gene_association","false","2","8284 (2) S000004284"
"11389","5223 (pp) S000000232","","pp","5223 (pp) S000000232","gene_association","false","pp","5223 (pp) S000000232"
"27584","7491 (2) S000002388","","2","7491 (2) S000002388","additional_gene_association","false","2","7491 (2) S000002388"
"37913","8060 (2) S000003541","","2","8060 (2) S000003541","additional_gene_association","false","2","8060 (2) S000003541"
