"SUID","canonicalName","Edge_conflicts","interaction","name","NeXO relation type","selected","shared interaction","shared name"
"14639","6072 (pp) 5374","","pp","6072 (pp) 5374","parent_of","false","pp","6072 (pp) 5374"
"31571","7550 (4) S000004754","","4","7550 (4) S000004754","additional_gene_association","false","4","7550 (4) S000004754"
"18661","8067 (1) 8411","","1","8067 (1) 8411","additional_parent_of","false","1","8067 (1) 8411"
"17424","7534 (pp) 7088","","pp","7534 (pp) 7088","parent_of","false","pp","7534 (pp) 7088"
"18882","9597 (1) 7991","","1","9597 (1) 7991","additional_parent_of","false","1","9597 (1) 7991"
"19753","5425 (1) 8091","","1","5425 (1) 8091","additional_parent_of","false","1","5425 (1) 8091"
"28672","7759 (2) S000001917","","2","7759 (2) S000001917","additional_gene_association","false","2","7759 (2) S000001917"
"32629","8026 (2) S000004007","","2","8026 (2) S000004007","additional_gene_association","false","2","8026 (2) S000004007"
"14911","7970 (pp) S000004808","","pp","7970 (pp) S000004808","gene_association","false","pp","7970 (pp) S000004808"
"12384","5157 (pp) S000000274","","pp","5157 (pp) S000000274","gene_association","false","pp","5157 (pp) S000000274"
"17742","6522 (pp) S000003196","","pp","6522 (pp) S000003196","gene_association","false","pp","6522 (pp) S000003196"
"28906","9920 (2) S000000605","","2","9920 (2) S000000605","additional_gene_association","false","2","9920 (2) S000000605"
"14618","5911 (pp) S000004753","","pp","5911 (pp) S000004753","gene_association","false","pp","5911 (pp) S000004753"
"17238","7576 (pp) 7168","perfect","pp","7576 (pp) 7168","parent_of","false","pp","7576 (pp) 7168"
"31940","8866 (2) S000003257","","2","8866 (2) S000003257","additional_gene_association","false","2","8866 (2) S000003257"
"42291","5165 (2) S000000219","","2","5165 (2) S000000219","additional_gene_association","false","2","5165 (2) S000000219"
"22827","8623 (2) S000006374","","2","8623 (2) S000006374","additional_gene_association","false","2","8623 (2) S000006374"
"16553","5257 (pp) S000003671","","pp","5257 (pp) S000003671","gene_association","false","pp","5257 (pp) S000003671"
"9397","7218 (pp) S000002704","","pp","7218 (pp) S000002704","gene_association","false","pp","7218 (pp) S000002704"
"25454","9302 (2) S000002838","","2","9302 (2) S000002838","additional_gene_association","false","2","9302 (2) S000002838"
"36240","6360 (2) S000005641","","2","6360 (2) S000005641","additional_gene_association","false","2","6360 (2) S000005641"
"42617","9064 (2) S000003542","","2","9064 (2) S000003542","additional_gene_association","false","2","9064 (2) S000003542"
"43785","8252 (2) S000000345","","2","8252 (2) S000000345","additional_gene_association","false","2","8252 (2) S000000345"
"10395","5710 (pp) 5459","perfect","pp","5710 (pp) 5459","parent_of","false","pp","5710 (pp) 5459"
"34183","7120 (2) S000001130","","2","7120 (2) S000001130","additional_gene_association","false","2","7120 (2) S000001130"
"32531","7893 (4) S000000117","","4","7893 (4) S000000117","additional_gene_association","false","4","7893 (4) S000000117"
"38501","8400 (3) 9197","","3","8400 (3) 9197","additional_parent_of","false","3","8400 (3) 9197"
"38777","6040 (2) S000003982","","2","6040 (2) S000003982","additional_gene_association","false","2","6040 (2) S000003982"
"38494","8091 (2) S000005432","","2","8091 (2) S000005432","additional_gene_association","false","2","8091 (2) S000005432"
"14797","6669 (pp) 6008","","pp","6669 (pp) 6008","parent_of","false","pp","6669 (pp) 6008"
"22892","7847 (2) S000004650","","2","7847 (2) S000004650","additional_gene_association","false","2","7847 (2) S000004650"
"23774","8392 (2) S000005242","","2","8392 (2) S000005242","additional_gene_association","false","2","8392 (2) S000005242"
"30503","7614 (2) S000005301","","2","7614 (2) S000005301","additional_gene_association","false","2","7614 (2) S000005301"
"32675","8570 (2) S000002487","","2","8570 (2) S000002487","additional_gene_association","false","2","8570 (2) S000002487"
"43492","8780 (4) S000002597","","4","8780 (4) S000002597","additional_gene_association","false","4","8780 (4) S000002597"
"38402","7482 (2) S000002566","","2","7482 (2) S000002566","additional_gene_association","false","2","7482 (2) S000002566"
"38893","9241 (2) S000004332","","2","9241 (2) S000004332","additional_gene_association","false","2","9241 (2) S000004332"
"27748","8358 (4) S000003598","","4","8358 (4) S000003598","additional_gene_association","false","4","8358 (4) S000003598"
"42680","8160 (2) S000000996","","2","8160 (2) S000000996","additional_gene_association","false","2","8160 (2) S000000996"
"39275","8112 (2) S000005127","","2","8112 (2) S000005127","additional_gene_association","false","2","8112 (2) S000005127"
"25475","9306 (3) 8275","","3","9306 (3) 8275","additional_parent_of","false","3","9306 (3) 8275"
"16506","8971 (pp) 7859","perfect","pp","8971 (pp) 7859","parent_of","false","pp","8971 (pp) 7859"
"11528","9728 (pp) 9010","","pp","9728 (pp) 9010","parent_of","false","pp","9728 (pp) 9010"
"25387","9651 (2) S000005486","","2","9651 (2) S000005486","additional_gene_association","false","2","9651 (2) S000005486"
"11117","7169 (pp) S000000008","","pp","7169 (pp) S000000008","gene_association","false","pp","7169 (pp) S000000008"
"39222","5605 (2) S000005042","","2","5605 (2) S000005042","additional_gene_association","false","2","5605 (2) S000005042"
"32080","6233 (2) S000003911","","2","6233 (2) S000003911","additional_gene_association","false","2","6233 (2) S000003911"
"36938","8557 (2) S000002273","","2","8557 (2) S000002273","additional_gene_association","false","2","8557 (2) S000002273"
"31502","8032 (2) S000001562","","2","8032 (2) S000001562","additional_gene_association","false","2","8032 (2) S000001562"
"17593","8759 (pp) 8358","","pp","8759 (pp) 8358","parent_of","false","pp","8759 (pp) 8358"
"41356","10000 (2) S000001556","","2","10000 (2) S000001556","additional_gene_association","false","2","10000 (2) S000001556"
"22438","9312 (4) S000003162","","4","9312 (4) S000003162","additional_gene_association","false","4","9312 (4) S000003162"
"22166","9427 (2) S000004354","","2","9427 (2) S000004354","additional_gene_association","false","2","9427 (2) S000004354"
"25585","6441 (4) S000005923","","4","6441 (4) S000005923","additional_gene_association","false","4","6441 (4) S000005923"
"12608","7625 (pp) 5464","","pp","7625 (pp) 5464","parent_of","false","pp","7625 (pp) 5464"
"10555","6949 (pp) S000007256","","pp","6949 (pp) S000007256","gene_association","false","pp","6949 (pp) S000007256"
"18212","5948 (pp) S000001940","","pp","5948 (pp) S000001940","gene_association","false","pp","5948 (pp) S000001940"
"40329","6010 (2) S000001933","","2","6010 (2) S000001933","additional_gene_association","false","2","6010 (2) S000001933"
"36181","9295 (4) S000001789","","4","9295 (4) S000001789","additional_gene_association","false","4","9295 (4) S000001789"
"17956","9137 (pp) S000004103","","pp","9137 (pp) S000004103","gene_association","false","pp","9137 (pp) S000004103"
"31203","9561 (4) S000001007","","4","9561 (4) S000001007","additional_gene_association","false","4","9561 (4) S000001007"
"32331","9540 (2) S000004775","","2","9540 (2) S000004775","additional_gene_association","false","2","9540 (2) S000004775"
"19083","6854 (1) 9039","","1","6854 (1) 9039","additional_parent_of","false","1","6854 (1) 9039"
"15391","5957 (pp) 5956","","pp","5957 (pp) 5956","parent_of","false","pp","5957 (pp) 5956"
"22623","7339 (2) S000002388","","2","7339 (2) S000002388","additional_gene_association","false","2","7339 (2) S000002388"
"25440","9302 (2) S000002894","","2","9302 (2) S000002894","additional_gene_association","false","2","9302 (2) S000002894"
"21349","9363 (3) 8448","","3","9363 (3) 8448","additional_parent_of","false","3","9363 (3) 8448"
"18355","9046 (1) 7584","","1","9046 (1) 7584","additional_parent_of","false","1","9046 (1) 7584"
"38446","8280 (2) S000004831","","2","8280 (2) S000004831","additional_gene_association","false","2","8280 (2) S000004831"
"16761","7489 (pp) 6838","perfect","pp","7489 (pp) 6838","parent_of","false","pp","7489 (pp) 6838"
"33056","7118 (2) S000002537","","2","7118 (2) S000002537","additional_gene_association","false","2","7118 (2) S000002537"
"35097","9137 (2) S000003246","","2","9137 (2) S000003246","additional_gene_association","false","2","9137 (2) S000003246"
"37874","7371 (2) S000001586","","2","7371 (2) S000001586","additional_gene_association","false","2","7371 (2) S000001586"
"17366","6563 (pp) S000000911","","pp","6563 (pp) S000000911","gene_association","false","pp","6563 (pp) S000000911"
"19572","9658 (1) 9270","","1","9658 (1) 9270","additional_parent_of","false","1","9658 (1) 9270"
"14916","8787 (pp) 7719","perfect","pp","8787 (pp) 7719","parent_of","false","pp","8787 (pp) 7719"
"30902","9780 (4) S000000467","","4","9780 (4) S000000467","additional_gene_association","false","4","9780 (4) S000000467"
"25445","9302 (2) S000004840","","2","9302 (2) S000004840","additional_gene_association","false","2","9302 (2) S000004840"
"29657","8472 (2) S000006339","","2","8472 (2) S000006339","additional_gene_association","false","2","8472 (2) S000006339"
"25766","9403 (4) S000005006","","4","9403 (4) S000005006","additional_gene_association","false","4","9403 (4) S000005006"
"28663","7759 (4) S000003965","","4","7759 (4) S000003965","additional_gene_association","false","4","7759 (4) S000003965"
"12460","9308 (pp) 8858","","pp","9308 (pp) 8858","parent_of","false","pp","9308 (pp) 8858"
"16011","7973 (pp) 7066","","pp","7973 (pp) 7066","parent_of","false","pp","7973 (pp) 7066"
"22783","9347 (4) S000004481","","4","9347 (4) S000004481","additional_gene_association","false","4","9347 (4) S000004481"
"15633","6130 (pp) 6101","","pp","6130 (pp) 6101","parent_of","false","pp","6130 (pp) 6101"
"10689","9177 (pp) S000005287","","pp","9177 (pp) S000005287","gene_association","false","pp","9177 (pp) S000005287"
"36159","9291 (2) S000006373","","2","9291 (2) S000006373","additional_gene_association","false","2","9291 (2) S000006373"
"27296","7952 (4) S000005243","","4","7952 (4) S000005243","additional_gene_association","false","4","7952 (4) S000005243"
"16468","7226 (pp) S000003937","","pp","7226 (pp) S000003937","gene_association","false","pp","7226 (pp) S000003937"
"27550","8393 (2) S000000441","","2","8393 (2) S000000441","additional_gene_association","false","2","8393 (2) S000000441"
"25579","9301 (2) S000002871","","2","9301 (2) S000002871","additional_gene_association","false","2","9301 (2) S000002871"
"29735","8079 (2) S000003175","","2","8079 (2) S000003175","additional_gene_association","false","2","8079 (2) S000003175"
"37768","6028 (4) S000003432","","4","6028 (4) S000003432","additional_gene_association","false","4","6028 (4) S000003432"
"24309","8817 (2) S000002408","","2","8817 (2) S000002408","additional_gene_association","false","2","8817 (2) S000002408"
"34315","6813 (2) S000001121","","2","6813 (2) S000001121","additional_gene_association","false","2","6813 (2) S000001121"
"38848","9241 (2) S000004855","","2","9241 (2) S000004855","additional_gene_association","false","2","9241 (2) S000004855"
"42692","5311 (2) S000003498","","2","5311 (2) S000003498","additional_gene_association","false","2","5311 (2) S000003498"
"32094","9657 (4) S000004976","","4","9657 (4) S000004976","additional_gene_association","false","4","9657 (4) S000004976"
"39205","8704 (2) S000004925","","2","8704 (2) S000004925","additional_gene_association","false","2","8704 (2) S000004925"
"19267","8590 (1) 8582","","1","8590 (1) 8582","additional_parent_of","false","1","8590 (1) 8582"
"13914","7007 (pp) S000000856","","pp","7007 (pp) S000000856","gene_association","false","pp","7007 (pp) S000000856"
"34920","7810 (2) S000000772","","2","7810 (2) S000000772","additional_gene_association","false","2","7810 (2) S000000772"
"42726","8573 (2) S000003294","","2","8573 (2) S000003294","additional_gene_association","false","2","8573 (2) S000003294"
"41999","9046 (2) S000001102","","2","9046 (2) S000001102","additional_gene_association","false","2","9046 (2) S000001102"
"20360","6383 (2) S000000833","","2","6383 (2) S000000833","additional_gene_association","false","2","6383 (2) S000000833"
"39465","8696 (2) S000002598","","2","8696 (2) S000002598","additional_gene_association","false","2","8696 (2) S000002598"
"34193","8011 (2) S000004876","","2","8011 (2) S000004876","additional_gene_association","false","2","8011 (2) S000004876"
"30946","9780 (4) S000004533","","4","9780 (4) S000004533","additional_gene_association","false","4","9780 (4) S000004533"
"28641","7757 (2) S000003432","","2","7757 (2) S000003432","additional_gene_association","false","2","7757 (2) S000003432"
"12797","7081 (pp) S000006044","","pp","7081 (pp) S000006044","gene_association","false","pp","7081 (pp) S000006044"
"26703","8535 (2) S000002873","","2","8535 (2) S000002873","additional_gene_association","false","2","8535 (2) S000002873"
"14974","9724 (pp) 9197","","pp","9724 (pp) 9197","parent_of","false","pp","9724 (pp) 9197"
"42077","8493 (4) S000004989","","4","8493 (4) S000004989","additional_gene_association","false","4","8493 (4) S000004989"
"36104","9291 (4) S000001492","","4","9291 (4) S000001492","additional_gene_association","false","4","9291 (4) S000001492"
"10787","9204 (pp) S000002362","","pp","9204 (pp) S000002362","gene_association","false","pp","9204 (pp) S000002362"
"31030","9780 (2) S000001834","","2","9780 (2) S000001834","additional_gene_association","false","2","9780 (2) S000001834"
"31365","7816 (2) S000005653","","2","7816 (2) S000005653","additional_gene_association","false","2","7816 (2) S000005653"
"25570","9301 (2) S000000602","","2","9301 (2) S000000602","additional_gene_association","false","2","9301 (2) S000000602"
"39638","9519 (4) S000003088","","4","9519 (4) S000003088","additional_gene_association","false","4","9519 (4) S000003088"
"32687","7667 (2) S000003175","","2","7667 (2) S000003175","additional_gene_association","false","2","7667 (2) S000003175"
"38519","8301 (2) S000005795","","2","8301 (2) S000005795","additional_gene_association","false","2","8301 (2) S000005795"
"37186","8956 (2) S000000064","","2","8956 (2) S000000064","additional_gene_association","false","2","8956 (2) S000000064"
"17391","9810 (pp) 9497","","pp","9810 (pp) 9497","parent_of","false","pp","9810 (pp) 9497"
"35982","6563 (2) S000006124","","2","6563 (2) S000006124","additional_gene_association","false","2","6563 (2) S000006124"
"25364","9651 (2) S000003821","","2","9651 (2) S000003821","additional_gene_association","false","2","9651 (2) S000003821"
"36250","6368 (2) S000001422","","2","6368 (2) S000001422","additional_gene_association","false","2","6368 (2) S000001422"
"17826","9999 (pp) 9978","perfect","pp","9999 (pp) 9978","parent_of","false","pp","9999 (pp) 9978"
"38123","6407 (2) S000004711","","2","6407 (2) S000004711","additional_gene_association","false","2","6407 (2) S000004711"
"34909","9011 (2) S000002242","","2","9011 (2) S000002242","additional_gene_association","false","2","9011 (2) S000002242"
"40153","9089 (2) S000000912","","2","9089 (2) S000000912","additional_gene_association","false","2","9089 (2) S000000912"
"40073","8726 (2) S000006280","","2","8726 (2) S000006280","additional_gene_association","false","2","8726 (2) S000006280"
"31536","7604 (2) S000004444","","2","7604 (2) S000004444","additional_gene_association","false","2","7604 (2) S000004444"
"9800","9629 (pp) 8919","perfect","pp","9629 (pp) 8919","parent_of","false","pp","9629 (pp) 8919"
"20719","9012 (2) S000002583","","2","9012 (2) S000002583","additional_gene_association","false","2","9012 (2) S000002583"
"25095","7554 (2) S000005398","","2","7554 (2) S000005398","additional_gene_association","false","2","7554 (2) S000005398"
"31001","9780 (2) S000000218","","2","9780 (2) S000000218","additional_gene_association","false","2","9780 (2) S000000218"
"43616","7384 (2) S000003141","","2","7384 (2) S000003141","additional_gene_association","false","2","7384 (2) S000003141"
"40658","5853 (2) S000005090","","2","5853 (2) S000005090","additional_gene_association","false","2","5853 (2) S000005090"
"42114","8620 (4) S000004486","","4","8620 (4) S000004486","additional_gene_association","false","4","8620 (4) S000004486"
"39705","8041 (2) S000006115","","2","8041 (2) S000006115","additional_gene_association","false","2","8041 (2) S000006115"
"16796","7784 (pp) 6352","","pp","7784 (pp) 6352","parent_of","false","pp","7784 (pp) 6352"
"24339","9607 (2) S000000787","","2","9607 (2) S000000787","additional_gene_association","false","2","9607 (2) S000000787"
"27678","7733 (2) S000003962","","2","7733 (2) S000003962","additional_gene_association","false","2","7733 (2) S000003962"
"25551","9301 (4) S000001388","","4","9301 (4) S000001388","additional_gene_association","false","4","9301 (4) S000001388"
"37575","8628 (3) 8626","","3","8628 (3) 8626","additional_parent_of","false","3","8628 (3) 8626"
"21781","9494 (4) S000005450","","4","9494 (4) S000005450","additional_gene_association","false","4","9494 (4) S000005450"
"43479","5106 (2) S000000581","","2","5106 (2) S000000581","additional_gene_association","false","2","5106 (2) S000000581"
"35272","9212 (4) S000005643","","4","9212 (4) S000005643","additional_gene_association","false","4","9212 (4) S000005643"
"40748","8551 (2) S000000680","","2","8551 (2) S000000680","additional_gene_association","false","2","8551 (2) S000000680"
"10635","7495 (pp) 7153","","pp","7495 (pp) 7153","parent_of","false","pp","7495 (pp) 7153"
"31231","9561 (4) S000000993","","4","9561 (4) S000000993","additional_gene_association","false","4","9561 (4) S000000993"
"13994","5565 (pp) S000002217","","pp","5565 (pp) S000002217","gene_association","false","pp","5565 (pp) S000002217"
"32620","8026 (2) S000002768","","2","8026 (2) S000002768","additional_gene_association","false","2","8026 (2) S000002768"
"21225","8281 (2) S000000288","","2","8281 (2) S000000288","additional_gene_association","false","2","8281 (2) S000000288"
"19739","6537 (1) 8719","","1","6537 (1) 8719","additional_parent_of","false","1","6537 (1) 8719"
"43607","8431 (2) S000004941","","2","8431 (2) S000004941","additional_gene_association","false","2","8431 (2) S000004941"
"40897","8765 (2) S000004887","","2","8765 (2) S000004887","additional_gene_association","false","2","8765 (2) S000004887"
"31469","8521 (2) S000004444","","2","8521 (2) S000004444","additional_gene_association","false","2","8521 (2) S000004444"
"24092","8334 (4) S000004534","","4","8334 (4) S000004534","additional_gene_association","false","4","8334 (4) S000004534"
"25832","8949 (2) S000002341","","2","8949 (2) S000002341","additional_gene_association","false","2","8949 (2) S000002341"
"13979","9086 (pp) S000004949","","pp","9086 (pp) S000004949","gene_association","false","pp","9086 (pp) S000004949"
"36822","9213 (2) S000001505","","2","9213 (2) S000001505","additional_gene_association","false","2","9213 (2) S000001505"
"22476","9318 (2) S000005587","","2","9318 (2) S000005587","additional_gene_association","false","2","9318 (2) S000005587"
"21020","9496 (4) S000006254","","4","9496 (4) S000006254","additional_gene_association","false","4","9496 (4) S000006254"
"34219","6482 (2) S000004638","","2","6482 (2) S000004638","additional_gene_association","false","2","6482 (2) S000004638"
"41639","8438 (2) S000003169","","2","8438 (2) S000003169","additional_gene_association","false","2","8438 (2) S000003169"
"34636","8748 (2) S000002999","","2","8748 (2) S000002999","additional_gene_association","false","2","8748 (2) S000002999"
"24767","8587 (2) S000004432","","2","8587 (2) S000004432","additional_gene_association","false","2","8587 (2) S000004432"
"34057","8013 (2) S000004435","","2","8013 (2) S000004435","additional_gene_association","false","2","8013 (2) S000004435"
"18683","9650 (1) 8891","","1","9650 (1) 8891","additional_parent_of","false","1","9650 (1) 8891"
"38282","9292 (2) S000003962","","2","9292 (2) S000003962","additional_gene_association","false","2","9292 (2) S000003962"
"33695","8037 (2) S000005441","","2","8037 (2) S000005441","additional_gene_association","false","2","8037 (2) S000005441"
"13667","9890 (pp) 9426","","pp","9890 (pp) 9426","parent_of","false","pp","9890 (pp) 9426"
"14455","5432 (pp) 5357","","pp","5432 (pp) 5357","parent_of","false","pp","5432 (pp) 5357"
"29831","8746 (2) S000001197","","2","8746 (2) S000001197","additional_gene_association","false","2","8746 (2) S000001197"
"24273","8817 (2) S000003850","","2","8817 (2) S000003850","additional_gene_association","false","2","8817 (2) S000003850"
"14207","5761 (pp) S000002681","","pp","5761 (pp) S000002681","gene_association","false","pp","5761 (pp) S000002681"
"12115","6100 (pp) S000005991","","pp","6100 (pp) S000005991","gene_association","false","pp","6100 (pp) S000005991"
"13610","7376 (pp) 5866","conflict","pp","7376 (pp) 5866","parent_of","false","pp","7376 (pp) 5866"
"21426","8957 (2) S000002709","","2","8957 (2) S000002709","additional_gene_association","false","2","8957 (2) S000002709"
"22254","7363 (2) S000000653","","2","7363 (2) S000000653","additional_gene_association","false","2","7363 (2) S000000653"
"41964","9048 (2) S000001803","","2","9048 (2) S000001803","additional_gene_association","false","2","9048 (2) S000001803"
"14109","8983 (pp) S000004051","","pp","8983 (pp) S000004051","gene_association","false","pp","8983 (pp) S000004051"
"42901","7598 (2) S000004570","","2","7598 (2) S000004570","additional_gene_association","false","2","7598 (2) S000004570"
"17309","8978 (pp) 8178","","pp","8978 (pp) 8178","parent_of","false","pp","8978 (pp) 8178"
"11176","7652 (pp) 6846","perfect","pp","7652 (pp) 6846","parent_of","false","pp","7652 (pp) 6846"
"41925","8550 (2) S000003119","","2","8550 (2) S000003119","additional_gene_association","false","2","8550 (2) S000003119"
"34786","7997 (2) S000002104","","2","7997 (2) S000002104","additional_gene_association","false","2","7997 (2) S000002104"
"41804","5979 (2) S000002376","","2","5979 (2) S000002376","additional_gene_association","false","2","5979 (2) S000002376"
"38983","8507 (2) S000000213","","2","8507 (2) S000000213","additional_gene_association","false","2","8507 (2) S000000213"
"34766","7818 (4) S000001409","","4","7818 (4) S000001409","additional_gene_association","false","4","7818 (4) S000001409"
"43217","6668 (2) S000001236","","2","6668 (2) S000001236","additional_gene_association","false","2","6668 (2) S000001236"
"11540","9768 (pp) 9561","","pp","9768 (pp) 9561","parent_of","false","pp","9768 (pp) 9561"
"26385","8752 (2) S000005837","","2","8752 (2) S000005837","additional_gene_association","false","2","8752 (2) S000005837"
"33871","9250 (2) S000004855","","2","9250 (2) S000004855","additional_gene_association","false","2","9250 (2) S000004855"
"24956","7503 (2) S000001875","","2","7503 (2) S000001875","additional_gene_association","false","2","7503 (2) S000001875"
"32604","7669 (2) S000006152","","2","7669 (2) S000006152","additional_gene_association","false","2","7669 (2) S000006152"
"21175","8473 (2) S000000143","","2","8473 (2) S000000143","additional_gene_association","false","2","8473 (2) S000000143"
"43764","7117 (4) S000004853","","4","7117 (4) S000004853","additional_gene_association","false","4","7117 (4) S000004853"
"28083","9597 (2) S000001678","","2","9597 (2) S000001678","additional_gene_association","false","2","9597 (2) S000001678"
"21879","6878 (2) S000004998","","2","6878 (2) S000004998","additional_gene_association","false","2","6878 (2) S000004998"
"26301","9533 (4) S000004842","","4","9533 (4) S000004842","additional_gene_association","false","4","9533 (4) S000004842"
"29276","5652 (2) S000001600","","2","5652 (2) S000001600","additional_gene_association","false","2","5652 (2) S000001600"
"16239","6225 (pp) 5479","perfect","pp","6225 (pp) 5479","parent_of","false","pp","6225 (pp) 5479"
"12827","7088 (pp) 6340","","pp","7088 (pp) 6340","parent_of","false","pp","7088 (pp) 6340"
"27138","8589 (2) S000000063","","2","8589 (2) S000000063","additional_gene_association","false","2","8589 (2) S000000063"
"14401","6640 (pp) S000001376","","pp","6640 (pp) S000001376","gene_association","false","pp","6640 (pp) S000001376"
"29277","5652 (2) S000002499","","2","5652 (2) S000002499","additional_gene_association","false","2","5652 (2) S000002499"
"29717","8071 (2) S000003609","","2","8071 (2) S000003609","additional_gene_association","false","2","8071 (2) S000003609"
"31911","8867 (2) S000004865","","2","8867 (2) S000004865","additional_gene_association","false","2","8867 (2) S000004865"
"9253","8888 (pp) 8383","","pp","8888 (pp) 8383","parent_of","false","pp","8888 (pp) 8383"
"26605","9366 (2) S000004300","","2","9366 (2) S000004300","additional_gene_association","false","2","9366 (2) S000004300"
"19537","9668 (1) 8881","","1","9668 (1) 8881","additional_parent_of","false","1","9668 (1) 8881"
"37305","7538 (2) S000002353","","2","7538 (2) S000002353","additional_gene_association","false","2","7538 (2) S000002353"
"19668","7957 (1) 7774","","1","7957 (1) 7774","additional_parent_of","false","1","7957 (1) 7774"
"9759","9845 (pp) 9718","perfect","pp","9845 (pp) 9718","parent_of","false","pp","9845 (pp) 9718"
"24690","6340 (2) S000003339","","2","6340 (2) S000003339","additional_gene_association","false","2","6340 (2) S000003339"
"25980","8376 (3) 8783","","3","8376 (3) 8783","additional_parent_of","false","3","8376 (3) 8783"
"14056","7825 (pp) S000004950","","pp","7825 (pp) S000004950","gene_association","false","pp","7825 (pp) S000004950"
"29045","9920 (2) S000000143","","2","9920 (2) S000000143","additional_gene_association","false","2","9920 (2) S000000143"
"33142","9076 (2) S000006292","","2","9076 (2) S000006292","additional_gene_association","false","2","9076 (2) S000006292"
"29035","9920 (2) S000006214","","2","9920 (2) S000006214","additional_gene_association","false","2","9920 (2) S000006214"
"13453","9847 (pp) 9686","perfect","pp","9847 (pp) 9686","parent_of","false","pp","9847 (pp) 9686"
"13440","9977 (pp) 9860","perfect","pp","9977 (pp) 9860","parent_of","false","pp","9977 (pp) 9860"
"29501","7896 (2) S000002523","","2","7896 (2) S000002523","additional_gene_association","false","2","7896 (2) S000002523"
"18322","9385 (1) 8379","","1","9385 (1) 8379","additional_parent_of","false","1","9385 (1) 8379"
"32151","9657 (2) S000004885","","2","9657 (2) S000004885","additional_gene_association","false","2","9657 (2) S000004885"
"34407","7838 (2) S000001195","","2","7838 (2) S000001195","additional_gene_association","false","2","7838 (2) S000001195"
"11066","6089 (pp) 5649","perfect","pp","6089 (pp) 5649","parent_of","false","pp","6089 (pp) 5649"
"33283","9503 (4) S000003446","","4","9503 (4) S000003446","additional_gene_association","false","4","9503 (4) S000003446"
"15040","5976 (pp) S000005753","","pp","5976 (pp) S000005753","gene_association","false","pp","5976 (pp) S000005753"
"34708","8651 (2) S000005978","","2","8651 (2) S000005978","additional_gene_association","false","2","8651 (2) S000005978"
"41552","7972 (2) S000006010","","2","7972 (2) S000006010","additional_gene_association","false","2","7972 (2) S000006010"
"40561","7463 (2) S000001618","","2","7463 (2) S000001618","additional_gene_association","false","2","7463 (2) S000001618"
"41746","8514 (2) S000003619","","2","8514 (2) S000003619","additional_gene_association","false","2","8514 (2) S000003619"
"42036","9047 (4) S000000402","","4","9047 (4) S000000402","additional_gene_association","false","4","9047 (4) S000000402"
"42268","8196 (4) S000000303","","4","8196 (4) S000000303","additional_gene_association","false","4","8196 (4) S000000303"
"31162","9278 (2) S000003645","","2","9278 (2) S000003645","additional_gene_association","false","2","9278 (2) S000003645"
"35655","9351 (2) S000000229","","2","9351 (2) S000000229","additional_gene_association","false","2","9351 (2) S000000229"
"9436","5443 (pp) 5272","perfect","pp","5443 (pp) 5272","parent_of","false","pp","5443 (pp) 5272"
"19124","8283 (1) 8944","","1","8283 (1) 8944","additional_parent_of","false","1","8283 (1) 8944"
"41836","9225 (4) S000005481","","4","9225 (4) S000005481","additional_gene_association","false","4","9225 (4) S000005481"
"19439","9539 (1) 9519","","1","9539 (1) 9519","additional_parent_of","false","1","9539 (1) 9519"
"39761","8813 (4) S000004513","","4","8813 (4) S000004513","additional_gene_association","false","4","8813 (4) S000004513"
"24149","9323 (2) S000000183","","2","9323 (2) S000000183","additional_gene_association","false","2","9323 (2) S000000183"
"13146","6572 (pp) S000000783","","pp","6572 (pp) S000000783","gene_association","false","pp","6572 (pp) S000000783"
"26592","9366 (4) S000000957","","4","9366 (4) S000000957","additional_gene_association","false","4","9366 (4) S000000957"
"20361","7647 (2) S000002693","","2","7647 (2) S000002693","additional_gene_association","false","2","7647 (2) S000002693"
"16960","9292 (pp) S000004339","","pp","9292 (pp) S000004339","gene_association","false","pp","9292 (pp) S000004339"
"15474","6561 (pp) 5430","","pp","6561 (pp) 5430","parent_of","false","pp","6561 (pp) 5430"
"32794","8712 (2) S000004706","","2","8712 (2) S000004706","additional_gene_association","false","2","8712 (2) S000004706"
"19051","8350 (1) 8648","","1","8350 (1) 8648","additional_parent_of","false","1","8350 (1) 8648"
"16666","9951 (pp) 9576","conflict","pp","9951 (pp) 9576","parent_of","false","pp","9951 (pp) 9576"
"26614","8530 (4) S000004207","","4","8530 (4) S000004207","additional_gene_association","false","4","8530 (4) S000004207"
"25373","9651 (2) S000002812","","2","9651 (2) S000002812","additional_gene_association","false","2","9651 (2) S000002812"
"30781","8199 (2) S000002388","","2","8199 (2) S000002388","additional_gene_association","false","2","8199 (2) S000002388"
"20402","7624 (2) S000000004","","2","7624 (2) S000000004","additional_gene_association","false","2","7624 (2) S000000004"
"34326","5936 (2) S000000950","","2","5936 (2) S000000950","additional_gene_association","false","2","5936 (2) S000000950"
"23506","7621 (2) S000003391","","2","7621 (2) S000003391","additional_gene_association","false","2","7621 (2) S000003391"
"13493","6689 (pp) S000001874","","pp","6689 (pp) S000001874","gene_association","false","pp","6689 (pp) S000001874"
"12326","7617 (pp) 6471","","pp","7617 (pp) 6471","parent_of","false","pp","7617 (pp) 6471"
"13621","9631 (pp) S000006027","","pp","9631 (pp) S000006027","gene_association","false","pp","9631 (pp) S000006027"
"42133","8620 (2) S000006248","","2","8620 (2) S000006248","additional_gene_association","false","2","8620 (2) S000006248"
